,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,swing
602,000300.SH,20211231,4940.3733,4937.463,4950.3639,4923.1392,4921.5109,18.8624,0.3833,121313737.0,266975388.723,
603,000300.SH,20211230,4921.5109,4882.1561,4940.178,4878.6478,4883.4804,38.0305,0.7788,121617178.0,268022477.312,
604,000300.SH,20211229,4883.4804,4958.6455,4958.6455,4883.4804,4955.9644,-72.484,-1.4626,113587002.0,273225467.112,
605,000300.SH,20211228,4955.9644,4923.6917,4959.1448,4913.5983,4919.3238,36.6406,0.7448,130457757.0,276316732.181,
606,000300.SH,20211227,4919.3238,4918.1462,4939.689,4894.1598,4921.3449,-2.0211,-0.0411,124100952.0,254421525.173,
607,000300.SH,20211224,4921.3449,4953.0616,4964.9064,4905.9785,4948.7389,-27.394,-0.5536,142673323.0,290483663.506,
608,000300.SH,20211223,4948.7389,4924.2912,4948.7389,4906.7473,4914.4544,34.2845,0.6976,139555406.0,263359754.801,
609,000300.SH,20211222,4914.4544,4924.5771,4936.6731,4903.1652,4913.4853,0.9691,0.0197,133256740.0,244642450.514,
610,000300.SH,20211221,4913.4853,4876.5141,4917.7994,4872.9491,4880.4178,33.0675,0.6776,143339898.0,259023177.323,
611,000300.SH,20211220,4880.4178,4934.9662,4971.6727,4872.6846,4954.7599,-74.3421,-1.5004,169675690.0,317536919.39,
612,000300.SH,20211217,4954.7599,5021.3385,5022.1067,4954.7592,5034.7321,-79.9722,-1.5884,149005399.0,297943311.187,
613,000300.SH,20211216,5034.7321,5006.6105,5034.7321,4987.2247,5005.8991,28.833,0.576,144053867.0,291474766.866,
614,000300.SH,20211215,5005.8991,5036.284,5060.368,5003.7776,5049.6953,-43.7962,-0.8673,150529752.0,291072568.761,
615,000300.SH,20211214,5049.6953,5066.3497,5075.2138,5038.8583,5083.8007,-34.1054,-0.6709,159107790.0,318685538.074,
616,000300.SH,20211213,5083.8007,5090.0207,5143.841,5079.7276,5055.1172,28.6835,0.5674,211801596.0,426376532.477,
617,000300.SH,20211210,5055.1172,5046.2677,5060.0554,5035.8087,5078.6901,-23.5729,-0.4642,193695154.0,356917625.38,
618,000300.SH,20211209,5078.6901,5000.6871,5114.5012,4999.4097,4995.9298,82.7603,1.6566,220568776.0,425680958.779,
619,000300.SH,20211208,4995.9298,4934.4056,4995.9298,4915.7898,4922.1015,73.8283,1.4999,157490559.0,329064831.239,
620,000300.SH,20211207,4922.1015,4930.8261,4934.0973,4895.2178,4892.6209,29.4806,0.6026,179053460.0,340617766.238,
621,000300.SH,20211206,4892.6209,4909.4292,4943.9032,4888.6927,4901.0175,-8.3966,-0.1713,173615683.0,333405791.015,
622,000300.SH,20211203,4901.0175,4856.9802,4901.0175,4853.3505,4856.163,44.8545,0.9237,144059626.0,300052698.342,
623,000300.SH,20211202,4856.163,4839.9137,4866.8505,4830.3228,4843.851,12.312,0.2542,148088521.0,278051726.156,
624,000300.SH,20211201,4843.851,4831.8885,4844.5242,4823.9254,4832.026,11.825,0.2447,123086789.0,255968912.362,
625,000300.SH,20211130,4832.026,4857.183,4871.2528,4810.2192,4851.423,-19.397,-0.3998,129630596.0,279268234.018,
626,000300.SH,20211129,4851.423,4820.0053,4858.5322,4818.7058,4860.1265,-8.7035,-0.1791,133626862.0,285995221.657,
627,000300.SH,20211126,4860.1265,4886.9516,4886.9516,4850.8114,4896.4416,-36.3151,-0.7417,120368974.0,243041335.647,
628,000300.SH,20211125,4896.4416,4917.6055,4921.3333,4891.728,4916.6579,-20.2163,-0.4112,115984031.0,255450994.352,
629,000300.SH,20211124,4916.6579,4914.0266,4935.4885,4899.6112,4913.3457,3.3122,0.0674,137150673.0,289707337.709,
630,000300.SH,20211123,4913.3457,4905.7587,4927.5211,4896.8781,4912.399,0.9467,0.0193,154304411.0,301022146.081,
631,000300.SH,20211122,4912.399,4895.3875,4918.9957,4893.2732,4890.0575,22.3415,0.4569,138092836.0,316148811.48,
632,000300.SH,20211119,4890.0575,4832.0595,4892.8093,4829.5665,4837.6185,52.439,1.084,127198312.0,266280681.864,
633,000300.SH,20211118,4837.6185,4871.4216,4871.4216,4830.4123,4885.7544,-48.1359,-0.9852,114480565.0,244484713.797,
634,000300.SH,20211117,4885.7544,4883.2481,4891.5232,4864.5198,4883.3206,2.4338,0.0498,108459223.0,246177916.949,
635,000300.SH,20211116,4883.3206,4880.8964,4915.3717,4876.5004,4882.3777,0.9429,0.0193,127254406.0,284094590.893,
636,000300.SH,20211115,4882.3777,4894.4119,4906.3301,4863.396,4888.3749,-5.9972,-0.1227,121823149.0,272997748.91,
637,000300.SH,20211112,4888.3749,4902.9289,4909.0839,4875.3492,4898.6529,-10.278,-0.2098,132662969.0,271773244.503,
638,000300.SH,20211111,4898.6529,4814.7655,4898.6529,4809.1109,4821.1925,77.4604,1.6067,160484863.0,323624626.069,
639,000300.SH,20211110,4821.1925,4832.8006,4832.8006,4753.9959,4846.7444,-25.5519,-0.5272,135118179.0,301058966.271,
640,000300.SH,20211109,4846.7444,4858.2525,4870.7905,4818.5386,4848.1795,-1.4351,-0.0296,118375526.0,261645065.376,
641,000300.SH,20211108,4848.1795,4841.1527,4866.0822,4827.6892,4842.3458,5.8337,0.1205,137398264.0,295893824.0,
642,000300.SH,20211105,4842.3458,4858.8999,4889.6835,4841.7442,4868.7419,-26.3961,-0.5422,147789359.0,312070841.453,
643,000300.SH,20211104,4868.7419,4841.0912,4873.9394,4834.7433,4821.1119,47.63,0.9879,132592970.0,308688054.574,
644,000300.SH,20211103,4821.1119,4835.8093,4858.7133,4804.3657,4839.8457,-18.7338,-0.3871,142763820.0,302269934.656,
645,000300.SH,20211102,4839.8457,4886.1849,4911.2266,4797.899,4890.6851,-50.8394,-1.0395,185437688.0,385731879.818,
646,000300.SH,20211101,4890.6851,4878.1276,4908.2056,4858.2485,4908.7701,-18.085,-0.3684,171583974.0,379730767.559,
647,000300.SH,20211029,4908.7701,4861.2667,4908.7701,4855.7593,4864.138,44.6321,0.9176,159887353.0,368731987.31,
648,000300.SH,20211028,4864.138,4882.5858,4898.6576,4846.2779,4898.1644,-34.0264,-0.6947,156649472.0,316631709.566,
649,000300.SH,20211027,4898.1644,4949.2269,4949.2269,4884.9418,4963.0984,-64.934,-1.3083,147111593.0,299460469.415,
650,000300.SH,20211026,4963.0984,4983.2383,5002.5746,4953.4787,4979.5235,-16.4251,-0.3299,140888943.0,301786229.74,
651,000300.SH,20211025,4979.5235,4940.8962,4981.6499,4930.112,4959.7254,19.7981,0.3992,141861490.0,299408232.158,
652,000300.SH,20211022,4959.7254,4934.8698,4989.887,4934.8698,4928.0156,31.7098,0.6435,143926228.0,289252612.2,
653,000300.SH,20211021,4928.0156,4914.7378,4946.1764,4893.8525,4910.1846,17.831,0.3631,148898154.0,274802962.495,
654,000300.SH,20211020,4910.1846,4926.7727,4944.0216,4898.3651,4922.7232,-12.5386,-0.2547,141533183.0,279747732.455,
655,000300.SH,20211019,4922.7232,4869.3907,4928.1433,4868.8106,4874.7753,47.9479,0.9836,135266493.0,282928243.807,
656,000300.SH,20211018,4874.7753,4922.5137,4922.5137,4844.9383,4932.1084,-57.3331,-1.1624,141245199.0,302539444.437,
657,000300.SH,20211015,4932.1084,4896.5578,4939.8153,4881.0136,4913.6123,18.4961,0.3764,142822001.0,300728491.201,
658,000300.SH,20211014,4913.6123,4934.2575,4953.9231,4903.2498,4940.1089,-26.4966,-0.5364,119557013.0,249151666.554,
659,000300.SH,20211013,4940.1089,4880.144,4953.3749,4869.8307,4883.8369,56.272,1.1522,131142813.0,280044666.628,
660,000300.SH,20211012,4883.8369,4920.6596,4925.4883,4840.77,4936.1918,-52.3549,-1.0606,168079337.0,299424238.601,
661,000300.SH,20211011,4936.1918,4941.2918,4983.7294,4930.7132,4929.9409,6.2509,0.1268,163511624.0,315186321.382,
662,000300.SH,20211008,4929.9409,4915.7305,4937.0918,4891.6249,4866.3826,63.5583,1.3061,168968077.0,343635835.306,
663,000300.SH,20210930,4866.3826,4843.9531,4876.0728,4843.9531,4833.9281,32.4545,0.6714,146113896.0,283254685.232,
664,000300.SH,20210929,4833.9281,4846.0212,4868.0678,4799.877,4883.828,-49.8999,-1.0217,188171366.0,331841767.749,
665,000300.SH,20210928,4883.828,4869.0845,4901.3114,4846.6306,4877.3698,6.4582,0.1324,176890880.0,321272191.534,
666,000300.SH,20210927,4877.3698,4870.8482,4922.5626,4852.1997,4849.4277,27.9421,0.5762,215967030.0,426083025.418,
667,000300.SH,20210924,4849.4277,4845.638,4897.0596,4838.5352,4853.1957,-3.768,-0.0776,207693290.0,361849453.197,
668,000300.SH,20210923,4853.1957,4848.2223,4877.3359,4837.5571,4821.7675,31.4282,0.6518,228151064.0,362140919.563,
669,000300.SH,20210922,4821.7675,4770.7323,4830.8496,4765.2301,4855.9402,-34.1727,-0.7037,191220376.0,311952989.432,
670,000300.SH,20210917,4855.9402,4797.1129,4857.958,4786.0876,4807.6978,48.2424,1.0034,201958127.0,360397420.087,
671,000300.SH,20210916,4807.6978,4866.7936,4879.5306,4806.1442,4867.3187,-59.6209,-1.2249,216752099.0,393517267.166,
672,000300.SH,20210915,4867.3187,4903.8471,4903.8471,4843.1158,4917.1617,-49.843,-1.0137,187984730.0,363256653.878,
673,000300.SH,20210914,4917.1617,4989.8348,5000.9772,4907.3159,4991.6598,-74.4981,-1.4925,245590402.0,417245830.782,
674,000300.SH,20210913,4991.6598,5006.7748,5029.7237,4964.9599,5013.5219,-21.8621,-0.4361,249915298.0,433329627.421,
675,000300.SH,20210910,5013.5219,4967.9759,5042.7994,4962.3707,4970.0133,43.5086,0.8754,288304352.0,472762533.239,
676,000300.SH,20210909,4970.0133,4952.4924,4970.147,4929.9501,4972.1324,-2.1191,-0.0426,256530217.0,401675689.276,
677,000300.SH,20210908,4972.1324,4986.7953,5013.9764,4955.8876,4992.8294,-20.697,-0.4145,264615315.0,428591077.708,
678,000300.SH,20210907,4992.8294,4932.9759,5005.9606,4915.6119,4933.7262,59.1032,1.1979,244178519.0,417759639.121,
679,000300.SH,20210906,4933.7262,4841.0623,4944.4497,4837.7859,4843.0624,90.6638,1.872,240507245.0,452756275.292,
680,000300.SH,20210903,4843.0624,4875.0656,4886.5477,4828.6991,4869.4113,-26.3489,-0.5411,268091896.0,466430119.7,
681,000300.SH,20210902,4869.4113,4865.8218,4892.7049,4845.6246,4869.4587,-0.0474,-0.001,267858013.0,465954132.797,
682,000300.SH,20210901,4869.4587,4804.6863,4906.4024,4763.2992,4805.6099,63.8488,1.3286,326721080.0,568819748.406,
683,000300.SH,20210831,4805.6099,4803.0854,4821.7564,4740.7524,4813.2703,-7.6604,-0.1592,235118658.0,460805653.996,
684,000300.SH,20210830,4813.2703,4847.0348,4849.1598,4787.1999,4827.0433,-13.773,-0.2853,219635757.0,477182071.72,
685,000300.SH,20210827,4827.0433,4794.974,4863.4692,4793.5908,4801.6094,25.4339,0.5297,183310211.0,368421410.281,
686,000300.SH,20210826,4801.6094,4892.2044,4892.2044,4798.6954,4898.1572,-96.5478,-1.9711,197617387.0,368987718.506,
687,000300.SH,20210825,4898.1572,4890.5211,4899.7651,4865.7646,4888.3902,9.767,0.1998,189448016.0,371868197.459,
688,000300.SH,20210824,4888.3902,4844.5925,4906.2036,4842.7476,4835.8782,52.512,1.0859,197883163.0,417481426.158,
689,000300.SH,20210823,4835.8782,4777.7347,4843.8193,4764.0089,4769.2678,66.6104,1.3967,167579093.0,389599126.282,
690,000300.SH,20210820,4769.2678,4817.4937,4835.153,4720.8257,4862.1394,-92.8716,-1.9101,177635810.0,404938035.667,
691,000300.SH,20210819,4862.1394,4886.564,4893.467,4839.5681,4894.2384,-32.099,-0.6559,201711719.0,397424964.846,
692,000300.SH,20210818,4894.2384,4838.4706,4909.5409,4818.9013,4837.4034,56.835,1.1749,197474378.0,395792165.76,
693,000300.SH,20210817,4837.4034,4935.0044,4967.5648,4823.3923,4941.0676,-103.6642,-2.098,187573472.0,388457131.504,
694,000300.SH,20210816,4941.0676,4935.9229,4973.3761,4931.3691,4945.9829,-4.9153,-0.0994,161953373.0,340735120.175,
695,000300.SH,20210813,4945.9829,4958.7577,4993.7432,4921.2812,4973.3509,-27.368,-0.5503,158314321.0,352459069.036,
696,000300.SH,20210812,4973.3509,4998.0733,5016.2628,4962.985,5015.3406,-41.9897,-0.8372,168223733.0,361828381.964,
697,000300.SH,20210811,5015.3406,5037.0819,5059.7887,5009.9782,5043.148,-27.8074,-0.5514,182266074.0,373386347.207,
698,000300.SH,20210810,5043.148,4977.8164,5043.7608,4941.2399,4985.5627,57.5853,1.155,167051902.0,410098755.61,
699,000300.SH,20210809,4985.5627,4890.2573,5002.8944,4884.0392,4921.5647,63.998,1.3004,182436871.0,408897062.935,
700,000300.SH,20210806,4921.5647,4943.0427,4944.3486,4891.7968,4948.6703,-27.1056,-0.5477,154179688.0,371773603.785,
701,000300.SH,20210805,4948.6703,4946.1668,4997.1397,4921.9382,4978.8479,-30.1776,-0.6061,167381829.0,398772206.808,
702,000300.SH,20210804,4978.8479,4927.7358,4979.2911,4919.6569,4934.4583,44.3896,0.8996,175466461.0,425801406.612,
703,000300.SH,20210803,4934.4583,4909.2325,4957.0291,4890.8495,4933.736,0.7223,0.0146,203533360.0,471194128.402,
704,000300.SH,20210802,4933.736,4794.8192,4938.8154,4761.4593,4811.1695,122.5665,2.5475,227194918.0,524659449.296,
705,000300.SH,20210730,4811.1695,4825.7002,4825.7002,4761.0376,4850.2746,-39.1051,-0.8062,182349776.0,420943935.062,
706,000300.SH,20210729,4850.2746,4845.7603,4857.9709,4800.0125,4760.4826,89.792,1.8862,173322054.0,415676120.878,
707,000300.SH,20210728,4760.4826,4714.2948,4785.6567,4663.9009,4751.313,9.1696,0.193,192634393.0,419706155.163,
708,000300.SH,20210727,4751.313,4924.2816,4940.86,4749.0327,4925.299,-173.986,-3.5325,236631225.0,521146117.041,
709,000300.SH,20210726,4925.299,5067.3072,5067.3072,4859.6031,5089.2282,-163.9292,-3.2211,228111710.0,495153655.117,
710,000300.SH,20210723,5089.2282,5145.4308,5145.4308,5079.9973,5151.7517,-62.5235,-1.2136,216536847.0,435521169.695,
711,000300.SH,20210722,5151.7517,5150.3859,5171.2096,5137.8795,5144.0428,7.7089,0.1499,185556864.0,418221654.806,
712,000300.SH,20210721,5144.0428,5122.7843,5160.5447,5122.3046,5108.9941,35.0487,0.686,167976469.0,390275519.305,
713,000300.SH,20210720,5108.9941,5080.2158,5114.0033,5067.8619,5113.4945,-4.5004,-0.088,129300044.0,283543130.755,
714,000300.SH,20210719,5113.4945,5083.7276,5120.8235,5047.6234,5094.7727,18.7218,0.3675,153199589.0,340322623.792,
715,000300.SH,20210716,5094.7727,5140.904,5140.904,5090.6321,5151.4626,-56.6899,-1.1005,169955982.0,362594258.079,
716,000300.SH,20210715,5151.4626,5073.2634,5153.8056,5067.6767,5083.0849,68.3777,1.3452,181077103.0,372484081.123,
717,000300.SH,20210714,5083.0849,5130.7522,5130.7522,5075.1252,5142.0991,-59.0142,-1.1477,188352720.0,372568110.292,
718,000300.SH,20210713,5142.0991,5128.6138,5154.0508,5114.943,5132.7088,9.3903,0.183,166482209.0,361328491.653,
719,000300.SH,20210712,5132.7088,5108.3783,5159.4115,5070.3188,5069.4361,63.2727,1.2481,206212039.0,437203145.943,
720,000300.SH,20210709,5069.4361,5063.148,5081.4086,5006.4115,5088.2566,-18.8205,-0.3699,160653226.0,352845583.769,
721,000300.SH,20210708,5088.2566,5149.3095,5151.2171,5078.9295,5140.4899,-52.2333,-1.0161,173901008.0,397879869.88,
722,000300.SH,20210707,5140.4899,5052.4204,5152.7711,5045.4056,5083.1043,57.3856,1.1289,148549060.0,336731403.376,
723,000300.SH,20210706,5083.1043,5089.778,5092.2066,5028.5058,5085.7924,-2.6881,-0.0529,140655220.0,362828901.849,
724,000300.SH,20210705,5085.7924,5073.7787,5098.2305,5048.004,5081.1172,4.6752,0.092,131211589.0,335197786.63,
725,000300.SH,20210702,5081.1172,5186.6613,5186.6613,5074.3621,5229.6642,-148.547,-2.8405,130426424.0,342578961.248,
726,000300.SH,20210701,5229.6642,5241.2039,5252.2642,5190.8762,5224.041,5.6232,0.1076,127240620.0,324097400.268,
727,000300.SH,20210630,5224.041,5189.3797,5231.4262,5186.625,5190.5445,33.4965,0.6453,103752671.0,281015504.941,
728,000300.SH,20210629,5190.5445,5248.5249,5248.5249,5182.6771,5251.7604,-61.2159,-1.1656,125162997.0,314896843.024,
729,000300.SH,20210628,5251.7604,5253.6081,5260.6372,5226.2201,5239.9684,11.792,0.225,133193783.0,337452771.676,
730,000300.SH,20210625,5239.9684,5159.8017,5251.6076,5157.4758,5155.9738,83.9946,1.6291,154931061.0,368265641.241,
731,000300.SH,20210624,5155.9738,5156.5638,5160.4346,5120.5844,5147.3938,8.58,0.1667,126685625.0,312607422.609,
732,000300.SH,20210623,5147.3938,5127.191,5171.033,5109.7571,5122.1583,25.2355,0.4927,136356058.0,358765666.33,
733,000300.SH,20210622,5122.1583,5106.0743,5125.8186,5086.2776,5090.3854,31.7729,0.6242,130416753.0,313690367.125,
734,000300.SH,20210621,5090.3854,5088.0893,5123.7827,5058.5699,5102.4657,-12.0803,-0.2368,132184516.0,331527114.639,
735,000300.SH,20210618,5102.4657,5104.9297,5128.0309,5064.9208,5101.8924,0.5733,0.0112,148585805.0,356697096.116,
736,000300.SH,20210617,5101.8924,5074.3839,5123.3651,5073.8211,5080.4909,21.4015,0.4212,120452518.0,281927280.723,
737,000300.SH,20210616,5080.4909,5163.2493,5164.5192,5076.0222,5166.5597,-86.0688,-1.6659,125147985.0,298286772.933,
738,000300.SH,20210615,5166.5597,5218.5648,5225.5021,5137.409,5224.703,-58.1433,-1.1129,142880058.0,330616618.622,
739,000300.SH,20210611,5224.703,5275.7456,5276.1039,5213.5991,5271.4661,-46.7631,-0.8871,180807173.0,365363494.542,
740,000300.SH,20210610,5271.4661,5236.4691,5299.5299,5229.5182,5236.4493,35.0168,0.6687,138991967.0,301454334.61,
741,000300.SH,20210609,5236.4493,5224.9496,5253.3555,5215.3506,5232.1165,4.3328,0.0828,121820321.0,255075448.703,
742,000300.SH,20210608,5232.1165,5276.9711,5319.0406,5201.1404,5277.6271,-45.5106,-0.8623,130559532.0,304042218.266,
743,000300.SH,20210607,5277.6271,5284.8907,5286.8424,5242.9481,5282.2772,-4.6501,-0.088,127704971.0,280463260.583,
744,000300.SH,20210604,5282.2772,5228.2761,5334.4899,5221.2291,5255.2855,26.9917,0.5136,144732087.0,292326048.776,
745,000300.SH,20210603,5255.2855,5285.7098,5314.3691,5255.0719,5289.9736,-34.6881,-0.6557,141968878.0,285448632.489,
746,000300.SH,20210602,5289.9736,5348.344,5352.6404,5266.7852,5341.6798,-51.7062,-0.968,137754319.0,296176177.154,
747,000300.SH,20210601,5341.6798,5320.4745,5343.7529,5269.259,5331.5696,10.1102,0.1896,143831474.0,321845842.153,
748,000300.SH,20210531,5331.5696,5318.0825,5331.6294,5281.6851,5321.0886,10.481,0.197,144603269.0,321450798.234,
749,000300.SH,20210528,5321.0886,5338.7278,5360.2774,5288.6515,5338.2329,-17.1443,-0.3212,164605806.0,330711896.344,
750,000300.SH,20210527,5338.2329,5311.3726,5378.4764,5286.05,5320.5927,17.6402,0.3315,148462855.0,311893705.935,
751,000300.SH,20210526,5320.5927,5326.1169,5344.2837,5308.7389,5318.478,2.1147,0.0398,169607096.0,346444644.793,
752,000300.SH,20210525,5318.478,5165.0361,5324.3609,5161.5238,5155.5875,162.8905,3.1595,182996839.0,404683305.641,
753,000300.SH,20210524,5155.5875,5138.8149,5155.5875,5092.3894,5134.1483,21.4392,0.4176,126742336.0,278513133.226,
754,000300.SH,20210521,5134.1483,5199.1285,5216.1615,5123.1171,5186.412,-52.2637,-1.0077,124768485.0,268053627.531,
755,000300.SH,20210520,5186.412,5167.0546,5201.5935,5152.0358,5172.272,14.14,0.2734,138454775.0,277088462.047,
756,000300.SH,20210519,5172.272,5173.1666,5193.5574,5151.6392,5187.6013,-15.3293,-0.2955,118729983.0,250736278.156,
757,000300.SH,20210518,5187.6013,5190.9345,5201.6721,5156.7924,5184.9853,2.616,0.0505,118404261.0,238182265.922,
758,000300.SH,20210517,5184.9853,5115.3063,5206.6947,5115.3063,5110.5901,74.3952,1.4557,153889634.0,335439913.424,
759,000300.SH,20210514,5110.5901,5007.6286,5112.9838,4981.2948,4992.9738,117.6163,2.3556,159426180.0,318802786.823,
760,000300.SH,20210513,4992.9738,4992.3519,5022.0836,4975.4462,5044.5481,-51.5743,-1.0224,132279406.0,237821404.345,
761,000300.SH,20210512,5044.5481,5003.8171,5051.1682,4995.4048,5023.0595,21.4886,0.4278,126619086.0,228344006.493,
762,000300.SH,20210511,5023.0595,4956.0794,5033.4938,4925.9152,4992.422,30.6375,0.6137,151526497.0,270931616.513,
763,000300.SH,20210510,4992.422,5001.4371,5019.3927,4953.6965,4996.0527,-3.6307,-0.0727,170820585.0,282656808.853,
764,000300.SH,20210507,4996.0527,5073.4554,5093.7471,4996.037,5061.1244,-65.0717,-1.2857,172258321.0,304638402.155,
765,000300.SH,20210506,5061.1244,5098.8006,5132.8986,5037.4083,5123.489,-62.3646,-1.2172,158822630.0,323258264.642,
766,000300.SH,20210430,5123.489,5156.3557,5163.2517,5094.9285,5164.1692,-40.6802,-0.7877,160121621.0,315075102.885,
767,000300.SH,20210429,5164.1692,5128.2795,5170.5852,5113.6484,5119.2421,44.9271,0.8776,140092480.0,294112454.366,
768,000300.SH,20210428,5119.2421,5073.9728,5119.4455,5059.2628,5090.5195,28.7226,0.5642,120620318.0,272182521.893,
769,000300.SH,20210427,5090.5195,5076.6415,5095.9842,5042.6099,5077.2372,13.2823,0.2616,123961837.0,254738009.834,
770,000300.SH,20210426,5077.2372,5156.5941,5181.1066,5072.9585,5135.4534,-58.2162,-1.1336,151381967.0,325760384.278,
771,000300.SH,20210423,5135.4534,5088.8263,5149.9825,5086.4914,5089.2435,46.2099,0.908,122056991.0,264345183.119,
772,000300.SH,20210422,5089.2435,5114.2799,5119.2246,5067.1382,5098.7449,-9.5014,-0.1863,121167645.0,241488845.756,
773,000300.SH,20210421,5098.7449,5055.2398,5110.5623,5047.9916,5083.3654,15.3795,0.3025,124637277.0,242574995.256,
774,000300.SH,20210420,5083.3654,5065.7757,5119.8586,5058.9247,5087.0165,-3.6511,-0.0718,136541700.0,276640588.159,
775,000300.SH,20210419,5087.0165,4966.409,5088.2106,4940.7473,4966.1811,120.8354,2.4332,154769824.0,307899776.738,
776,000300.SH,20210416,4966.1811,4966.8999,4979.1731,4917.9596,4948.9741,17.207,0.3477,111239924.0,213389173.714,
777,000300.SH,20210415,4948.9741,4969.9099,4969.9099,4900.3033,4980.6279,-31.6538,-0.6355,108829384.0,213820884.104,
778,000300.SH,20210414,4980.6279,4945.6857,4987.1191,4940.2686,4939.6438,40.9841,0.8297,120860838.0,221036276.09,
779,000300.SH,20210413,4939.6438,4949.8074,4994.5404,4924.1979,4947.7459,-8.1021,-0.1638,132919358.0,225753230.649,
780,000300.SH,20210412,4947.7459,5026.9791,5045.6018,4933.0126,5035.3374,-87.5915,-1.7395,152644314.0,267218195.773,
781,000300.SH,20210409,5035.3374,5100.0422,5100.0422,5022.0926,5112.2086,-76.8712,-1.5037,128416509.0,221519791.678,
782,000300.SH,20210408,5112.2086,5078.2627,5129.1318,5062.0725,5103.7428,8.4658,0.1659,141771047.0,228422004.675,
783,000300.SH,20210407,5103.7428,5141.6556,5141.6556,5065.1932,5140.3418,-36.599,-0.712,145763748.0,246271190.297,
784,000300.SH,20210406,5140.3418,5178.6401,5181.149,5125.3301,5161.5569,-21.2151,-0.411,109834210.0,213852444.065,
785,000300.SH,20210402,5161.5569,5129.8545,5169.8312,5116.3472,5110.7768,50.7801,0.9936,127002254.0,248060376.224,
786,000300.SH,20210401,5110.7768,5059.9359,5115.4286,5056.8718,5048.3607,62.4161,1.2364,120324890.0,211493324.391,
787,000300.SH,20210331,5048.3607,5085.9497,5085.9497,5015.607,5094.7291,-46.3684,-0.9101,141335743.0,241058485.554,
788,000300.SH,20210330,5094.7291,5043.0952,5106.0365,5032.795,5046.8773,47.8518,0.9481,138618560.0,254928014.461,
789,000300.SH,20210329,5046.8773,5052.2634,5086.6543,5010.3902,5037.9899,8.8874,0.1764,143388215.0,266176599.971,
790,000300.SH,20210326,5037.9899,4953.9453,5050.8292,4953.9453,4926.3469,111.643,2.2662,145926697.0,273901922.431,
791,000300.SH,20210325,4926.3469,4904.0683,4950.7608,4883.6615,4928.6853,-2.3384,-0.0474,132945189.0,219782049.462,
792,000300.SH,20210324,4928.6853,4985.4013,5024.3274,4919.8932,5009.2459,-80.5606,-1.6082,159385982.0,265970020.152,
793,000300.SH,20210323,5009.2459,5057.0632,5064.02,4966.534,5057.152,-47.9061,-0.9473,158013967.0,255755377.66,
794,000300.SH,20210322,5057.152,5008.3953,5071.3378,4996.541,5007.0907,50.0613,0.9998,167402632.0,264209098.943,
795,000300.SH,20210319,5007.0907,5068.5319,5089.9175,4980.7609,5141.7681,-134.6774,-2.6193,164174849.0,282974489.237,
796,000300.SH,20210318,5141.7681,5114.5872,5160.4566,5111.1294,5100.8581,40.91,0.802,142901518.0,260930046.845,
797,000300.SH,20210317,5100.8581,5062.7706,5123.5452,5020.1255,5079.3624,21.4957,0.4232,149162376.0,263492417.709,
798,000300.SH,20210316,5079.3624,5054.4089,5084.3085,5009.951,5035.5441,43.8183,0.8702,161390054.0,271755048.564,
799,000300.SH,20210315,5035.5441,5116.1228,5120.8757,4992.3989,5146.3786,-110.8345,-2.1536,204153084.0,330740513.808,
800,000300.SH,20210312,5146.3786,5153.674,5153.674,5086.8234,5128.2156,18.163,0.3542,201020589.0,323237751.413,
801,000300.SH,20210311,5128.2156,5024.5586,5138.4146,5020.5784,5003.6121,124.6035,2.4903,189600766.0,333859199.679,
802,000300.SH,20210310,5003.6121,5047.0589,5055.2785,4981.6161,4970.9994,32.6127,0.6561,169928490.0,309577408.715,
803,000300.SH,20210309,4970.9994,5066.1546,5094.311,4917.909,5080.0246,-109.0252,-2.1462,230711004.0,414415213.806,
804,000300.SH,20210308,5080.0246,5299.7907,5326.2602,5079.7984,5262.7958,-182.7712,-3.4729,230231635.0,407133802.142,
805,000300.SH,20210305,5262.7958,5191.9699,5307.8203,5174.2458,5280.7058,-17.91,-0.3392,202627956.0,352539774.295,
806,000300.SH,20210304,5280.7058,5388.4785,5392.3725,5254.7771,5452.2125,-171.5067,-3.1456,212775211.0,384382456.961,
807,000300.SH,20210303,5452.2125,5327.3467,5452.396,5316.4809,5349.6301,102.5824,1.9176,194709054.0,337610313.596,
808,000300.SH,20210302,5349.6301,5453.2847,5454.9687,5305.0545,5418.7837,-69.1536,-1.2762,196511115.0,376444604.695,
809,000300.SH,20210301,5418.7837,5389.2499,5421.555,5345.9449,5336.7609,82.0228,1.5369,177463523.0,358146545.967,
810,000300.SH,20210226,5336.7609,5343.9041,5416.3197,5318.8579,5469.5584,-132.7975,-2.4279,212264543.0,405717700.128,
811,000300.SH,20210225,5469.5584,5494.4706,5527.6296,5444.1646,5437.5683,31.9901,0.5883,230736028.0,412206157.141,
812,000300.SH,20210224,5437.5683,5591.4795,5598.8284,5379.7278,5579.6681,-142.0998,-2.5467,225428610.0,472369211.004,
813,000300.SH,20210223,5579.6681,5542.6841,5644.7551,5541.1092,5597.3327,-17.6646,-0.3156,233807727.0,424904470.814,
814,000300.SH,20210222,5597.3327,5785.5097,5785.5097,5597.3327,5778.842,-181.5093,-3.1409,282124382.0,543633153.217,
