,trade_date,0,close
819,20150525,DR007.IB,2.2
820,20150526,DR007.IB,2.2
821,20150527,DR007.IB,1.95
822,20150528,DR007.IB,2.1
823,20150529,DR007.IB,1.94
824,20150601,DR007.IB,2.01
825,20150602,DR007.IB,2.3
826,20150603,DR007.IB,2.25
827,20150604,DR007.IB,2.16
828,20150605,DR007.IB,2.15
829,20150608,DR007.IB,2.06
830,20150609,DR007.IB,2.05
831,20150610,DR007.IB,2.05
832,20150611,DR007.IB,2.14
833,20150612,DR007.IB,2.1
834,20150615,DR007.IB,2.17
835,20150616,DR007.IB,2.85
836,20150617,DR007.IB,2.46
837,20150618,DR007.IB,3.5
838,20150619,DR007.IB,2.86
839,20150623,DR007.IB,2.8
840,20150624,DR007.IB,3.1
841,20150625,DR007.IB,3.11
842,20150626,DR007.IB,1.5
843,20150629,DR007.IB,2.84
844,20150630,DR007.IB,3.3
845,20150701,DR007.IB,2.8
846,20150702,DR007.IB,2.9
847,20150703,DR007.IB,2.94
848,20150706,DR007.IB,2.61
849,20150707,DR007.IB,2.6
850,20150708,DR007.IB,2.57
851,20150709,DR007.IB,2.56
852,20150710,DR007.IB,2.55
853,20150713,DR007.IB,2.53
854,20150714,DR007.IB,2.65
855,20150715,DR007.IB,2.46
856,20150716,DR007.IB,2.33
857,20150717,DR007.IB,2.4
858,20150720,DR007.IB,2.8
859,20150721,DR007.IB,2.44
860,20150722,DR007.IB,2.53
861,20150723,DR007.IB,2.6
862,20150724,DR007.IB,2.52
863,20150727,DR007.IB,2.0
864,20150728,DR007.IB,1.8
865,20150729,DR007.IB,2.46
866,20150730,DR007.IB,2.47
867,20150731,DR007.IB,2.48
868,20150803,DR007.IB,2.47
869,20150804,DR007.IB,2.43
870,20150805,DR007.IB,2.3
871,20150806,DR007.IB,2.3
872,20150807,DR007.IB,2.44
873,20150810,DR007.IB,2.0
874,20150811,DR007.IB,2.4
875,20150812,DR007.IB,2.44
876,20150813,DR007.IB,2.48
877,20150814,DR007.IB,1.65
878,20150817,DR007.IB,2.6
879,20150818,DR007.IB,2.52
880,20150819,DR007.IB,2.7
881,20150820,DR007.IB,2.2
882,20150821,DR007.IB,2.55
883,20150824,DR007.IB,2.85
884,20150825,DR007.IB,2.56
885,20150826,DR007.IB,2.3
886,20150827,DR007.IB,2.37
887,20150828,DR007.IB,2.4
888,20150831,DR007.IB,2.7
889,20150901,DR007.IB,2.43
890,20150902,DR007.IB,2.46
891,20150907,DR007.IB,2.2
892,20150908,DR007.IB,2.44
893,20150909,DR007.IB,2.4
894,20150910,DR007.IB,2.3
895,20150911,DR007.IB,2.38
896,20150914,DR007.IB,2.38
897,20150915,DR007.IB,2.5
898,20150916,DR007.IB,2.41
899,20150917,DR007.IB,2.4
900,20150918,DR007.IB,2.42
901,20150921,DR007.IB,2.25
902,20150922,DR007.IB,2.4
903,20150923,DR007.IB,2.38
904,20150924,DR007.IB,3.2
905,20150925,DR007.IB,2.37
906,20150928,DR007.IB,2.13
907,20150929,DR007.IB,2.4
908,20150930,DR007.IB,2.39
909,20151008,DR007.IB,1.95
910,20151009,DR007.IB,2.49
911,20151012,DR007.IB,2.42
912,20151013,DR007.IB,2.25
913,20151014,DR007.IB,2.5
914,20151015,DR007.IB,2.45
915,20151016,DR007.IB,2.43
916,20151019,DR007.IB,2.43
917,20151020,DR007.IB,2.43
918,20151021,DR007.IB,2.1
919,20151022,DR007.IB,2.38
920,20151023,DR007.IB,2.45
921,20151026,DR007.IB,2.36
922,20151027,DR007.IB,2.27
923,20151028,DR007.IB,2.34
924,20151029,DR007.IB,2.4
925,20151030,DR007.IB,2.36
926,20151102,DR007.IB,2.3
927,20151103,DR007.IB,2.44
928,20151104,DR007.IB,2.38
929,20151105,DR007.IB,2.3
930,20151106,DR007.IB,2.35
931,20151109,DR007.IB,2.33
932,20151110,DR007.IB,2.36
933,20151111,DR007.IB,2.27
934,20151112,DR007.IB,2.35
935,20151113,DR007.IB,2.34
936,20151116,DR007.IB,2.35
937,20151117,DR007.IB,2.36
938,20151118,DR007.IB,2.3
939,20151119,DR007.IB,2.3
940,20151120,DR007.IB,2.32
941,20151123,DR007.IB,2.33
942,20151124,DR007.IB,2.33
943,20151125,DR007.IB,2.45
944,20151126,DR007.IB,2.42
945,20151127,DR007.IB,1.8
946,20151130,DR007.IB,2.6
947,20151201,DR007.IB,2.44
948,20151202,DR007.IB,2.1
949,20151203,DR007.IB,2.37
950,20151204,DR007.IB,2.32
951,20151207,DR007.IB,2.55
952,20151208,DR007.IB,2.39
953,20151209,DR007.IB,2.28
954,20151210,DR007.IB,2.46
955,20151211,DR007.IB,2.4
956,20151214,DR007.IB,2.43
957,20151215,DR007.IB,1.9
958,20151216,DR007.IB,2.42
959,20151217,DR007.IB,2.5
960,20151218,DR007.IB,2.45
961,20151221,DR007.IB,2.39
962,20151222,DR007.IB,2.46
963,20151223,DR007.IB,2.41
964,20151224,DR007.IB,2.35
965,20151225,DR007.IB,2.3
966,20151228,DR007.IB,2.58
967,20151229,DR007.IB,2.42
968,20151230,DR007.IB,2.62
969,20151231,DR007.IB,2.8
970,20160104,DR007.IB,2.5
971,20160105,DR007.IB,2.32
972,20160106,DR007.IB,2.1
973,20160107,DR007.IB,2.43
974,20160108,DR007.IB,2.31
975,20160111,DR007.IB,2.41
976,20160112,DR007.IB,2.39
977,20160113,DR007.IB,2.24
978,20160114,DR007.IB,2.35
979,20160115,DR007.IB,2.6
980,20160118,DR007.IB,3.8
981,20160119,DR007.IB,2.7
982,20160120,DR007.IB,3.2
983,20160121,DR007.IB,2.48
984,20160122,DR007.IB,2.62
985,20160125,DR007.IB,2.25
986,20160126,DR007.IB,2.36
987,20160127,DR007.IB,2.08
988,20160128,DR007.IB,2.2
989,20160129,DR007.IB,2.3
990,20160201,DR007.IB,2.45
991,20160202,DR007.IB,2.49
992,20160203,DR007.IB,2.5
993,20160204,DR007.IB,2.51
994,20160205,DR007.IB,2.37
995,20160215,DR007.IB,2.15
996,20160216,DR007.IB,2.44
997,20160217,DR007.IB,2.3791
998,20160218,DR007.IB,2.15
999,20160219,DR007.IB,2.22
1000,20160222,DR007.IB,2.27
1001,20160223,DR007.IB,2.25
1002,20160224,DR007.IB,2.4
1003,20160225,DR007.IB,2.47
1004,20160226,DR007.IB,2.4
1005,20160229,DR007.IB,2.3
1006,20160301,DR007.IB,2.42
1007,20160302,DR007.IB,2.25
1008,20160303,DR007.IB,2.25
1009,20160304,DR007.IB,2.25
1010,20160307,DR007.IB,2.25
1011,20160308,DR007.IB,2.24
1012,20160309,DR007.IB,2.0
1013,20160310,DR007.IB,2.23
1014,20160311,DR007.IB,2.22
1015,20160314,DR007.IB,2.25
1016,20160315,DR007.IB,2.25
1017,20160316,DR007.IB,2.39
1018,20160317,DR007.IB,2.5
1019,20160318,DR007.IB,2.51
1020,20160321,DR007.IB,2.59
1021,20160322,DR007.IB,2.5
1022,20160323,DR007.IB,2.41
1023,20160324,DR007.IB,2.45
1024,20160325,DR007.IB,2.44
1025,20160328,DR007.IB,2.7
1026,20160329,DR007.IB,2.7
1027,20160330,DR007.IB,2.9
1028,20160331,DR007.IB,2.9
1029,20160401,DR007.IB,2.32
1030,20160405,DR007.IB,2.4
1031,20160406,DR007.IB,2.25
1032,20160407,DR007.IB,2.25
1033,20160408,DR007.IB,2.0
1034,20160411,DR007.IB,2.28
1035,20160412,DR007.IB,2.43
1036,20160413,DR007.IB,2.4
1037,20160414,DR007.IB,2.3
1038,20160415,DR007.IB,2.3
1039,20160418,DR007.IB,2.32
1040,20160419,DR007.IB,2.14
1041,20160420,DR007.IB,2.42
1042,20160421,DR007.IB,2.55
1043,20160422,DR007.IB,2.6
1044,20160425,DR007.IB,2.3
1045,20160426,DR007.IB,2.6
1046,20160427,DR007.IB,2.51
1047,20160428,DR007.IB,2.63
1048,20160429,DR007.IB,2.25
1049,20160503,DR007.IB,2.33
1050,20160504,DR007.IB,2.45
1051,20160505,DR007.IB,2.6
1052,20160506,DR007.IB,2.43
1053,20160509,DR007.IB,2.05
1054,20160510,DR007.IB,2.35
1055,20160511,DR007.IB,2.1
1056,20160512,DR007.IB,2.1
1057,20160513,DR007.IB,2.45
1058,20160516,DR007.IB,2.44
1059,20160517,DR007.IB,2.4
1060,20160518,DR007.IB,2.55
1061,20160519,DR007.IB,2.3
1062,20160520,DR007.IB,2.28
1063,20160523,DR007.IB,2.25
1064,20160524,DR007.IB,2.1
1065,20160525,DR007.IB,2.25
1066,20160526,DR007.IB,2.5
1067,20160527,DR007.IB,2.0
1068,20160530,DR007.IB,2.55
1069,20160531,DR007.IB,2.4
1070,20160601,DR007.IB,2.4
1071,20160602,DR007.IB,2.25
1072,20160603,DR007.IB,2.37
1073,20160606,DR007.IB,2.1
1074,20160607,DR007.IB,2.27
1075,20160608,DR007.IB,2.26
1076,20160613,DR007.IB,2.35
1077,20160614,DR007.IB,2.35
1078,20160615,DR007.IB,2.25
1079,20160616,DR007.IB,2.29
1080,20160617,DR007.IB,2.25
1081,20160620,DR007.IB,2.29
1082,20160621,DR007.IB,2.3
1083,20160622,DR007.IB,2.3
1084,20160623,DR007.IB,2.38
1085,20160624,DR007.IB,2.6
1086,20160627,DR007.IB,2.46
1087,20160628,DR007.IB,2.95
1088,20160629,DR007.IB,2.8
1089,20160630,DR007.IB,2.25
1090,20160701,DR007.IB,2.37
1091,20160704,DR007.IB,2.3
1092,20160705,DR007.IB,2.36
1093,20160706,DR007.IB,2.3
1094,20160707,DR007.IB,2.29
1095,20160708,DR007.IB,2.1
1096,20160711,DR007.IB,2.2
1097,20160712,DR007.IB,2.2
1098,20160713,DR007.IB,2.2
1099,20160714,DR007.IB,2.41
1100,20160715,DR007.IB,2.25
1101,20160718,DR007.IB,2.35
1102,20160719,DR007.IB,2.43
1103,20160720,DR007.IB,2.46
1104,20160721,DR007.IB,2.46
1105,20160722,DR007.IB,2.45
1106,20160725,DR007.IB,2.66
1107,20160726,DR007.IB,3.0
1108,20160727,DR007.IB,2.5
1109,20160728,DR007.IB,2.25
1110,20160729,DR007.IB,2.0
1111,20160801,DR007.IB,2.42
1112,20160802,DR007.IB,2.25
1113,20160803,DR007.IB,2.25
1114,20160804,DR007.IB,2.34
1115,20160805,DR007.IB,2.32
1116,20160808,DR007.IB,2.35
1117,20160809,DR007.IB,2.45
1118,20160810,DR007.IB,2.53
1119,20160811,DR007.IB,2.9
1120,20160812,DR007.IB,2.4
1121,20160815,DR007.IB,2.39
1122,20160816,DR007.IB,2.43
1123,20160817,DR007.IB,2.46
1124,20160818,DR007.IB,2.5
1125,20160819,DR007.IB,2.05
1126,20160822,DR007.IB,2.47
1127,20160823,DR007.IB,3.24
1128,20160824,DR007.IB,2.5
1129,20160825,DR007.IB,2.73
1130,20160826,DR007.IB,2.4
1131,20160829,DR007.IB,2.4
1132,20160830,DR007.IB,2.45
1133,20160831,DR007.IB,2.35
1134,20160901,DR007.IB,2.1
1135,20160902,DR007.IB,2.4
1136,20160905,DR007.IB,2.3
1137,20160906,DR007.IB,2.3
1138,20160907,DR007.IB,2.3
1139,20160908,DR007.IB,2.28
1140,20160909,DR007.IB,2.5
1141,20160912,DR007.IB,2.41
1142,20160913,DR007.IB,2.6
1143,20160914,DR007.IB,2.9
1144,20160919,DR007.IB,2.9
1145,20160920,DR007.IB,2.25
1146,20160921,DR007.IB,2.6
1147,20160922,DR007.IB,2.4
1148,20160923,DR007.IB,2.42
1149,20160926,DR007.IB,2.5
1150,20160927,DR007.IB,2.75
1151,20160928,DR007.IB,2.9
1152,20160929,DR007.IB,2.7
1153,20160930,DR007.IB,2.58
1154,20161010,DR007.IB,2.27
1155,20161011,DR007.IB,2.09
1156,20161012,DR007.IB,2.35
1157,20161013,DR007.IB,2.31
1158,20161014,DR007.IB,2.4
1159,20161017,DR007.IB,2.36
1160,20161018,DR007.IB,2.75
1161,20161019,DR007.IB,2.95
1162,20161020,DR007.IB,3.2
1163,20161021,DR007.IB,2.2
1164,20161024,DR007.IB,2.85
1165,20161025,DR007.IB,2.55
1166,20161026,DR007.IB,2.9
1167,20161027,DR007.IB,3.0
1168,20161028,DR007.IB,2.5
1169,20161031,DR007.IB,2.8
1170,20161101,DR007.IB,2.49
1171,20161102,DR007.IB,2.3
1172,20161103,DR007.IB,2.2
1173,20161104,DR007.IB,2.3
1174,20161107,DR007.IB,2.35
1175,20161108,DR007.IB,2.3
1176,20161109,DR007.IB,2.6
1177,20161110,DR007.IB,2.65
1178,20161111,DR007.IB,2.42
1179,20161114,DR007.IB,2.6
1180,20161115,DR007.IB,3.2
1181,20161116,DR007.IB,2.56
1182,20161117,DR007.IB,2.7
1183,20161118,DR007.IB,2.7
1184,20161121,DR007.IB,2.5
1185,20161122,DR007.IB,3.0
1186,20161123,DR007.IB,2.5
1187,20161124,DR007.IB,2.55
1188,20161125,DR007.IB,2.7
1189,20161128,DR007.IB,2.7
1190,20161129,DR007.IB,3.24
1191,20161130,DR007.IB,2.5
1192,20161201,DR007.IB,2.65
1193,20161202,DR007.IB,2.45
1194,20161205,DR007.IB,2.35
1195,20161206,DR007.IB,2.3
1196,20161207,DR007.IB,2.38
1197,20161208,DR007.IB,2.4
1198,20161209,DR007.IB,2.55
1199,20161212,DR007.IB,2.5
1200,20161213,DR007.IB,2.4
1201,20161214,DR007.IB,3.2
1202,20161215,DR007.IB,3.24
1203,20161216,DR007.IB,3.24
1204,20161219,DR007.IB,2.6
1205,20161220,DR007.IB,2.55
1206,20161221,DR007.IB,2.48
1207,20161222,DR007.IB,2.54
1208,20161223,DR007.IB,2.45
1209,20161226,DR007.IB,2.47
1210,20161227,DR007.IB,2.25
1211,20161228,DR007.IB,2.4
1212,20161229,DR007.IB,2.7
1213,20161230,DR007.IB,2.6
1214,20170103,DR007.IB,2.66
1215,20170104,DR007.IB,2.8
1216,20170105,DR007.IB,2.33
1217,20170106,DR007.IB,1.9
1218,20170109,DR007.IB,2.3
1219,20170110,DR007.IB,2.35
1220,20170111,DR007.IB,2.5
1221,20170112,DR007.IB,2.32
1222,20170113,DR007.IB,2.3
1223,20170116,DR007.IB,3.2
1224,20170117,DR007.IB,2.43
1225,20170118,DR007.IB,3.24
1226,20170119,DR007.IB,3.0
1227,20170120,DR007.IB,2.5
1228,20170123,DR007.IB,2.45
1229,20170124,DR007.IB,3.249
1230,20170125,DR007.IB,3.24
1231,20170126,DR007.IB,2.64
1232,20170203,DR007.IB,2.55
1233,20170206,DR007.IB,2.65
1234,20170207,DR007.IB,2.3
1235,20170208,DR007.IB,2.65
1236,20170209,DR007.IB,2.6
1237,20170210,DR007.IB,2.38
1238,20170213,DR007.IB,3.0
1239,20170214,DR007.IB,3.25
1240,20170215,DR007.IB,2.3
1241,20170216,DR007.IB,3.34
1242,20170217,DR007.IB,3.2
1243,20170220,DR007.IB,3.3
1244,20170221,DR007.IB,2.78
1245,20170222,DR007.IB,3.34
1246,20170223,DR007.IB,3.1
1247,20170224,DR007.IB,3.0
1248,20170227,DR007.IB,3.2
1249,20170228,DR007.IB,3.3
1250,20170301,DR007.IB,2.6
1251,20170302,DR007.IB,2.43
1252,20170303,DR007.IB,2.5
1253,20170306,DR007.IB,2.8
1254,20170307,DR007.IB,3.0
1255,20170308,DR007.IB,2.6235
1256,20170309,DR007.IB,2.73
1257,20170310,DR007.IB,2.53
1258,20170313,DR007.IB,2.81
1259,20170314,DR007.IB,3.01
1260,20170315,DR007.IB,3.1
1261,20170316,DR007.IB,3.34
1262,20170317,DR007.IB,3.44
1263,20170320,DR007.IB,3.3
1264,20170321,DR007.IB,5.5
1265,20170322,DR007.IB,3.44
1266,20170323,DR007.IB,3.3
1267,20170324,DR007.IB,2.85
1268,20170327,DR007.IB,2.7
1269,20170328,DR007.IB,2.95
1270,20170329,DR007.IB,3.44
1271,20170330,DR007.IB,2.83
1272,20170331,DR007.IB,3.17
1273,20170405,DR007.IB,3.2
1274,20170406,DR007.IB,2.8
1275,20170407,DR007.IB,2.8
1276,20170410,DR007.IB,2.6
1277,20170411,DR007.IB,2.58
1278,20170412,DR007.IB,2.34
1279,20170413,DR007.IB,2.65
1280,20170414,DR007.IB,2.4
1281,20170417,DR007.IB,3.4
1282,20170418,DR007.IB,3.448
1283,20170419,DR007.IB,2.7
1284,20170420,DR007.IB,3.44
1285,20170421,DR007.IB,3.29
1286,20170424,DR007.IB,3.4
1287,20170425,DR007.IB,4.0
1288,20170426,DR007.IB,3.29
1289,20170427,DR007.IB,3.44
1290,20170428,DR007.IB,3.44
1291,20170502,DR007.IB,3.2
1292,20170503,DR007.IB,3.44
1293,20170504,DR007.IB,3.2
1294,20170505,DR007.IB,3.1
1295,20170508,DR007.IB,3.3
1296,20170509,DR007.IB,3.2
1297,20170510,DR007.IB,3.44
1298,20170511,DR007.IB,2.85
1299,20170512,DR007.IB,2.6
1300,20170515,DR007.IB,2.8
1301,20170516,DR007.IB,3.44
1302,20170517,DR007.IB,2.95
1303,20170518,DR007.IB,2.8
1304,20170519,DR007.IB,2.95
1305,20170522,DR007.IB,2.82
1306,20170523,DR007.IB,2.95
1307,20170524,DR007.IB,2.74
1308,20170525,DR007.IB,2.6
1309,20170526,DR007.IB,3.44
1310,20170531,DR007.IB,3.44
1311,20170601,DR007.IB,3.07
1312,20170602,DR007.IB,3.0
1313,20170605,DR007.IB,3.44
1314,20170606,DR007.IB,3.4
1315,20170607,DR007.IB,3.44
1316,20170608,DR007.IB,2.88
1317,20170609,DR007.IB,2.91
1318,20170612,DR007.IB,3.4
1319,20170613,DR007.IB,3.28
1320,20170614,DR007.IB,3.2
1321,20170615,DR007.IB,2.9
1322,20170616,DR007.IB,2.8
1323,20170619,DR007.IB,2.95
1324,20170620,DR007.IB,3.44
1325,20170621,DR007.IB,3.44
1326,20170622,DR007.IB,2.96
1327,20170623,DR007.IB,2.75
1328,20170626,DR007.IB,2.76
1329,20170627,DR007.IB,2.79
1330,20170628,DR007.IB,2.83
1331,20170629,DR007.IB,2.7
1332,20170630,DR007.IB,2.5
1333,20170703,DR007.IB,2.77
1334,20170704,DR007.IB,2.8
1335,20170705,DR007.IB,2.7
1336,20170706,DR007.IB,2.73
1337,20170707,DR007.IB,2.72
1338,20170710,DR007.IB,2.8
1339,20170711,DR007.IB,3.02
1340,20170712,DR007.IB,2.8
1341,20170713,DR007.IB,3.05
1342,20170714,DR007.IB,2.6
1343,20170717,DR007.IB,3.44
1344,20170718,DR007.IB,2.77
1345,20170719,DR007.IB,3.44
1346,20170720,DR007.IB,3.44
1347,20170721,DR007.IB,3.44
1348,20170724,DR007.IB,3.4
1349,20170725,DR007.IB,2.88
1350,20170726,DR007.IB,3.44
1351,20170727,DR007.IB,3.44
1352,20170728,DR007.IB,2.8
1353,20170731,DR007.IB,3.44
1354,20170801,DR007.IB,2.84
1355,20170802,DR007.IB,3.44
1356,20170803,DR007.IB,2.87
1357,20170804,DR007.IB,2.78
1358,20170807,DR007.IB,2.9
1359,20170808,DR007.IB,2.86
1360,20170809,DR007.IB,2.92
1361,20170810,DR007.IB,2.9
1362,20170811,DR007.IB,3.07
1363,20170814,DR007.IB,3.44
1364,20170815,DR007.IB,3.44
1365,20170816,DR007.IB,3.44
1366,20170817,DR007.IB,3.44
1367,20170818,DR007.IB,3.0
1368,20170821,DR007.IB,3.44
1369,20170822,DR007.IB,3.2
1370,20170823,DR007.IB,3.44
1371,20170824,DR007.IB,3.44
1372,20170825,DR007.IB,3.0
1373,20170828,DR007.IB,3.44
1374,20170829,DR007.IB,2.93
1375,20170830,DR007.IB,2.91
1376,20170831,DR007.IB,3.44
1377,20170901,DR007.IB,3.35
1378,20170904,DR007.IB,2.8
1379,20170905,DR007.IB,3.44
1380,20170906,DR007.IB,3.1
1381,20170907,DR007.IB,2.82
1382,20170908,DR007.IB,2.6
1383,20170911,DR007.IB,3.44
1384,20170912,DR007.IB,3.4
1385,20170913,DR007.IB,3.3
1386,20170914,DR007.IB,3.44
1387,20170915,DR007.IB,3.44
1388,20170918,DR007.IB,3.44
1389,20170919,DR007.IB,2.88
1390,20170920,DR007.IB,3.3
1391,20170921,DR007.IB,3.2
1392,20170922,DR007.IB,3.25
1393,20170925,DR007.IB,3.44
1394,20170926,DR007.IB,3.44
1395,20170927,DR007.IB,3.44
1396,20170928,DR007.IB,3.44
1397,20170929,DR007.IB,3.4
1398,20171009,DR007.IB,3.4
1399,20171010,DR007.IB,3.3
1400,20171011,DR007.IB,2.9
1401,20171012,DR007.IB,2.83
1402,20171013,DR007.IB,2.9
1403,20171016,DR007.IB,2.88
1404,20171017,DR007.IB,2.7
1405,20171018,DR007.IB,2.65
1406,20171019,DR007.IB,3.0
1407,20171020,DR007.IB,2.83
1408,20171023,DR007.IB,3.2
1409,20171024,DR007.IB,3.44
1410,20171025,DR007.IB,3.29
1411,20171026,DR007.IB,3.44
1412,20171027,DR007.IB,3.44
1413,20171030,DR007.IB,3.44
1414,20171031,DR007.IB,3.44
1415,20171101,DR007.IB,2.85
1416,20171102,DR007.IB,3.0
1417,20171103,DR007.IB,2.9
1418,20171106,DR007.IB,2.75
1419,20171107,DR007.IB,2.8
1420,20171108,DR007.IB,3.2
1421,20171109,DR007.IB,2.9
1422,20171110,DR007.IB,3.05
1423,20171113,DR007.IB,3.2
1424,20171114,DR007.IB,3.3
1425,20171115,DR007.IB,3.1
1426,20171116,DR007.IB,2.92
1427,20171117,DR007.IB,3.2
1428,20171120,DR007.IB,3.4
1429,20171121,DR007.IB,3.44
1430,20171122,DR007.IB,3.44
1431,20171123,DR007.IB,3.44
1432,20171124,DR007.IB,3.0
1433,20171127,DR007.IB,2.82
1434,20171128,DR007.IB,3.44
1435,20171129,DR007.IB,3.44
1436,20171130,DR007.IB,3.44
1437,20171201,DR007.IB,3.1
1438,20171204,DR007.IB,3.0
1439,20171205,DR007.IB,2.75
1440,20171206,DR007.IB,2.85
1441,20171207,DR007.IB,2.8
1442,20171208,DR007.IB,3.1
1443,20171211,DR007.IB,3.44
1444,20171212,DR007.IB,2.86
1445,20171213,DR007.IB,3.0
1446,20171214,DR007.IB,3.3
1447,20171215,DR007.IB,2.9
1448,20171218,DR007.IB,3.49
1449,20171219,DR007.IB,3.49
1450,20171220,DR007.IB,2.7
1451,20171221,DR007.IB,2.83
1452,20171222,DR007.IB,2.77
1453,20171225,DR007.IB,2.8
1454,20171226,DR007.IB,2.9
1455,20171227,DR007.IB,2.85
1456,20171228,DR007.IB,6.0
1457,20171229,DR007.IB,3.1
1458,20180102,DR007.IB,3.07
1459,20180103,DR007.IB,2.9
1460,20180104,DR007.IB,2.7
1461,20180105,DR007.IB,2.69
1462,20180108,DR007.IB,2.7
1463,20180109,DR007.IB,3.1
1464,20180110,DR007.IB,3.1
1465,20180111,DR007.IB,3.2
1466,20180112,DR007.IB,3.1
1467,20180115,DR007.IB,3.49
1468,20180116,DR007.IB,3.4
1469,20180117,DR007.IB,3.499
1470,20180118,DR007.IB,2.91
1471,20180119,DR007.IB,3.2
1472,20180122,DR007.IB,3.0
1473,20180123,DR007.IB,2.83
1474,20180124,DR007.IB,3.2
1475,20180125,DR007.IB,2.9
1476,20180126,DR007.IB,3.4
1477,20180129,DR007.IB,2.95
1478,20180130,DR007.IB,3.1
1479,20180131,DR007.IB,3.2
1480,20180201,DR007.IB,2.75
1481,20180202,DR007.IB,2.79
1482,20180205,DR007.IB,2.72
1483,20180206,DR007.IB,2.67
1484,20180207,DR007.IB,2.71
1485,20180208,DR007.IB,2.93
1486,20180209,DR007.IB,2.56
1487,20180212,DR007.IB,3.1
1488,20180213,DR007.IB,3.5
1489,20180214,DR007.IB,2.4
1490,20180222,DR007.IB,3.3
1491,20180223,DR007.IB,2.8
1492,20180226,DR007.IB,3.4
1493,20180227,DR007.IB,2.9
1494,20180228,DR007.IB,3.2
1495,20180301,DR007.IB,3.2
1496,20180302,DR007.IB,3.0
1497,20180305,DR007.IB,3.0
1498,20180306,DR007.IB,2.83
1499,20180307,DR007.IB,2.83
1500,20180308,DR007.IB,2.78
1501,20180309,DR007.IB,2.6
1502,20180312,DR007.IB,3.2
1503,20180313,DR007.IB,3.5
1504,20180314,DR007.IB,3.2
1505,20180315,DR007.IB,3.0
1506,20180316,DR007.IB,2.56
1507,20180319,DR007.IB,2.9
1508,20180320,DR007.IB,3.0
1509,20180321,DR007.IB,2.82
1510,20180322,DR007.IB,2.76
1511,20180323,DR007.IB,2.71
1512,20180326,DR007.IB,2.75
1513,20180327,DR007.IB,2.86
1514,20180328,DR007.IB,3.54
1515,20180329,DR007.IB,2.9
1516,20180330,DR007.IB,3.34
1517,20180402,DR007.IB,2.82
1518,20180403,DR007.IB,2.5
1519,20180404,DR007.IB,2.75
1520,20180409,DR007.IB,3.0
1521,20180410,DR007.IB,2.7
1522,20180411,DR007.IB,2.95
1523,20180412,DR007.IB,2.6
1524,20180413,DR007.IB,2.7
1525,20180416,DR007.IB,3.0
1526,20180417,DR007.IB,3.54
1527,20180418,DR007.IB,3.55
1528,20180419,DR007.IB,3.2
1529,20180420,DR007.IB,3.39
1530,20180423,DR007.IB,10.0
1531,20180424,DR007.IB,2.95
1532,20180425,DR007.IB,3.54
1533,20180426,DR007.IB,3.54
1534,20180427,DR007.IB,3.03
1535,20180502,DR007.IB,3.0
1536,20180503,DR007.IB,2.81
1537,20180504,DR007.IB,2.65
1538,20180507,DR007.IB,2.5
1539,20180508,DR007.IB,2.54
1540,20180509,DR007.IB,2.68
1541,20180510,DR007.IB,2.75
1542,20180511,DR007.IB,2.69
1543,20180514,DR007.IB,3.1
1544,20180515,DR007.IB,3.3
1545,20180516,DR007.IB,3.05
1546,20180517,DR007.IB,2.99
1547,20180518,DR007.IB,2.7
1548,20180521,DR007.IB,2.84
1549,20180522,DR007.IB,2.71
1550,20180523,DR007.IB,2.45
1551,20180524,DR007.IB,2.7
1552,20180525,DR007.IB,2.85
1553,20180528,DR007.IB,3.54
1554,20180529,DR007.IB,2.9
1555,20180530,DR007.IB,2.95
1556,20180531,DR007.IB,4.9
1557,20180601,DR007.IB,2.8
1558,20180604,DR007.IB,2.75
1559,20180605,DR007.IB,2.7
1560,20180606,DR007.IB,2.72
1561,20180607,DR007.IB,2.71
1562,20180608,DR007.IB,2.65
1563,20180611,DR007.IB,2.9
1564,20180612,DR007.IB,2.7
1565,20180613,DR007.IB,2.8
1566,20180614,DR007.IB,2.3
1567,20180615,DR007.IB,2.76
1568,20180619,DR007.IB,2.97
1569,20180620,DR007.IB,2.82
1570,20180621,DR007.IB,2.77
1571,20180622,DR007.IB,2.86
1572,20180625,DR007.IB,3.54
1573,20180626,DR007.IB,2.81
1574,20180627,DR007.IB,4.0
1575,20180628,DR007.IB,3.2
1576,20180629,DR007.IB,2.9
1577,20180702,DR007.IB,2.4
1578,20180703,DR007.IB,2.5
1579,20180704,DR007.IB,2.3
1580,20180705,DR007.IB,2.65
1581,20180706,DR007.IB,3.54
1582,20180709,DR007.IB,2.57
1583,20180710,DR007.IB,2.64
1584,20180711,DR007.IB,2.75
1585,20180712,DR007.IB,2.5
1586,20180713,DR007.IB,2.65
1587,20180716,DR007.IB,2.57
1588,20180717,DR007.IB,2.9
1589,20180718,DR007.IB,2.66
1590,20180719,DR007.IB,2.5
1591,20180720,DR007.IB,2.3
1592,20180723,DR007.IB,2.7
1593,20180724,DR007.IB,2.45
1594,20180725,DR007.IB,2.33
1595,20180726,DR007.IB,2.6
1596,20180727,DR007.IB,2.55
1597,20180730,DR007.IB,2.3
1598,20180731,DR007.IB,2.62
1599,20180801,DR007.IB,2.47
1600,20180802,DR007.IB,2.25
1601,20180803,DR007.IB,2.2
1602,20180806,DR007.IB,2.3
1603,20180807,DR007.IB,2.1
1604,20180808,DR007.IB,2.2
1605,20180809,DR007.IB,2.4
