日期,沪深300,中证500,国债指数,30年国债,大宗商品,豆粕指数,黄金(申万)
Date,000300.SH,000905.SH,000012.SH,931080.CSI,000979.CSI,MFI.WI,850531.SI
2018/4/16,-1.6089,-0.2452,0.0681,0.3533,-1.1582,-0.802,0.0646
2018/4/17,-1.5811,-2.0216,0.0403,-0.0619,-1.5709,1.9682,-0.292
2018/4/18,0.4706,1.3547,0.1824,2.2678,0.3967,-1.0994,-2.0575
2018/4/19,1.2097,0.5707,0.0358,0.209,1.5217,-0.5037,1.5101
2018/4/20,-1.3376,-2.0633,0.0285,0.0726,-2.5105,0.5809,-2.0623
2018/4/23,0.1455,-0.9678,-0.017,-0.5081,-0.6831,-0.8699,-4.9405
2018/4/24,2.0488,2.2884,-0.0116,-0.2203,1.632,-0.3418,0.3286
2018/4/25,-0.3847,0.0374,0.0058,-0.131,-0.7126,0.2324,-0.4691
2018/4/26,-1.9121,-1.8701,0.0076,-0.1674,-1.6778,-0.7343,-0.2565
2018/4/27,0.0368,0.2224,-0.0094,-0.183,0.4538,-0.2267,-0.964
2018/5/2,0.1802,-0.0966,0.0382,-0.3972,-0.2818,1.8394,-2.0828
2018/5/3,0.7799,0.9441,0.0806,0.2286,0.5387,-0.0222,0.2859
2018/5/4,-0.4852,-0.0222,0.0292,-0.0568,0.0554,-0.5823,1.0321
2018/5/7,1.5787,1.8589,0.0403,-0.1334,1.9837,-1.3626,0.393
2018/5/8,1.1603,0.3767,-0.006,-0.1752,0.3053,-2.0585,1.7354
2018/5/9,-0.1821,-0.2082,-0.0269,-0.2764,-0.1201,0.5248,-0.8451
2018/5/10,0.5538,0.1881,0.0172,0.1195,0.3327,0.2582,0.2981
2018/5/11,-0.5193,-0.815,0.0282,-0.063,0.3396,-1.3398,0.5792
2018/5/14,0.9413,-0.397,0.002,0.0557,-0.2878,-1.3898,-1.5152
2018/5/15,0.3787,0.8884,0.0182,0.0989,0.5202,-0.1841,-0.7746
2018/5/16,-0.7964,-0.2741,0.0219,-0.2086,-0.7049,-1.7346,-2.0819
2018/5/17,-0.7397,-0.5045,-0.0064,0.0235,0.0521,0.1196,-0.5825
2018/5/18,1.0096,0.3578,0.0246,0.066,1.3743,-0.531,0.9959
2018/5/21,0.4657,1.2852,0.0659,0.0322,0.5261,-0.1403,-0.0022
2018/5/22,-0.3834,0.341,0.03,0.4314,0.123,0.165,-0.2255
2018/5/23,-1.3216,-1.2976,0.0164,0.0941,-2.4622,0.7497,-0.6591
2018/5/24,-0.7099,-0.353,0.0061,0.1188,-0.4427,2.1181,-0.2331
2018/5/25,-0.2801,-1.2486,0.0161,0.2613,-1.202,-0.6358,0.3993
2018/5/28,0.4392,-0.4484,0.0481,0.2236,-0.6687,0.3603,-2.7498
2018/5/29,-0.7631,-0.9475,-0.0043,0.0529,-0.3535,1.3954,-0.0199
2018/5/30,-2.1198,-2.6195,0.0202,0.0405,-2.7031,-0.9135,3.7343
2018/5/31,2.1218,1.265,0.014,0.0941,1.0156,-0.7859,-1.0761
2018/6/1,-0.836,-1.2053,0.0173,0.1063,-0.5777,0.3499,-1.2124
2018/6/4,0.981,-0.0346,-0.0235,-0.1798,-0.293,0.5535,-1.6355
2018/6/5,0.9911,1.688,-0.008,-0.2604,0.9929,-0.996,1.075
2018/6/6,-0.2071,-0.0834,0.0202,-0.2118,0.3951,0.059,3.042
2018/6/7,-0.1652,-0.6276,-0.0003,-0.0334,0.1456,-0.9911,-0.2609
2018/6/8,-1.3416,-1.1975,0.0166,-0.0378,-1.8051,-3.0219,-1.8956
2018/6/11,0.0097,-0.6517,0.0334,0.1455,-0.0152,0.6459,2.3309
2018/6/12,1.2162,1.0828,-0.0047,-0.1917,0.7553,0.1237,-0.1646
2018/6/13,-0.9831,-1.5163,0.0015,0.0931,-1.2352,1.0148,-0.6298
2018/6/14,-0.3953,-0.3582,0.0342,0.2021,0.0569,0.5188,-0.5418
2018/6/15,-0.5282,-1.8434,-0.0056,0.3657,-1.7205,-0.3732,-2.94
2018/6/19,-3.5252,-6.2407,0.0542,0.141,-5.8684,3.3145,-3.3399
2018/6/20,0.3957,1.1024,0.0341,-0.0152,0.2637,-0.5281,-2.0706
2018/6/21,-1.1685,-2.0995,0.0573,0.0939,-1.4481,-1.005,-2.2986
2018/6/22,0.4436,1.3926,0.0053,0.2142,1.1781,-1.0579,1.0263
2018/6/25,-1.3419,-0.68,0.0518,-0.154,-0.7662,1.0192,-1.2416
2018/6/26,-0.8248,0.6878,0.0086,0.111,-0.1248,1.5839,-1.2978
2018/6/27,-2.0347,-0.9842,0.0145,0.0951,-0.3429,1.957,0.3011
2018/6/28,-1.0331,-1.0645,0.033,0.2784,-1.3818,-0.093,-1.3333
2018/6/29,2.5546,3.2176,0.1114,0.6005,2.294,0.8037,0.2103
2018/7/2,-2.9342,-1.5137,0.0517,0.3673,-2.0235,1.1078,-2.528
2018/7/3,0.0386,1.1355,0.0596,0.1982,0.4744,-1.1443,0.1452
2018/7/4,-1.3356,-1.4583,-0.0033,0.0879,-0.8413,-0.731,4.6978
2018/7/5,-0.6335,-2.7059,0.0739,0.073,-3.0823,0.2295,-1.3322
2018/7/6,0.6787,0.2783,0.005,-0.1381,0.5526,-0.9581,-0.3903
2018/7/9,2.7952,2.2199,0.0236,-0.2751,2.114,0.1683,0.841
2018/7/10,0.2409,0.5674,0.029,0.0519,0.9285,-0.8672,-0.7164
2018/7/11,-1.7299,-1.9542,0.0283,0.0377,-1.811,0.2737,-2.5811
2018/7/12,2.1578,2.7074,0.0102,0.0518,1.9083,-0.4799,0.856
2018/7/13,0.3342,0.6125,0.0131,0.2108,0.4837,-0.9445,-0.8415
2018/7/16,-0.5899,-0.1727,0.0452,0.1636,-0.5666,0.0925,-0.4212
2018/7/17,-0.654,0.0192,0.0332,0.0474,-0.1923,1.0401,-0.2114
2018/7/18,-0.5234,-0.7613,0.0222,0.2467,-0.4936,-0.3517,-0.9848
2018/7/19,-0.0868,-0.8787,0.0323,0.165,-0.9115,0.5824,-1.553
2018/7/20,1.8829,1.2506,0.037,0.2964,0.6978,0.7284,0.7096
2018/7/23,0.9407,0.7488,0.0445,-0.1671,1.8339,-0.1181,2.3255
2018/7/24,1.587,1.7383,-0.0315,-0.5463,1.9536,0.0436,2.7224
2018/7/25,-0.1104,0.0757,0.0065,-0.2064,-0.1079,0.5712,1.3369
2018/7/26,-1.1601,-0.6627,0.0174,-0.0843,-0.2917,0.526,-0.8941
2018/7/27,-0.4247,-0.4587,0.024,0.0028,-0.5614,-0.6008,-0.7494
2018/7/30,-0.1746,-1.2219,0.0174,0.1609,-0.3564,1.38,-0.0331
2018/7/31,0.0733,0.0688,0.0458,0.3419,0.0227,0.1855,0.7953
2018/8/1,-1.9976,-1.6062,0.0264,0.2328,-1.8031,-1.4104,-1.8622
2018/8/2,-2.217,-2.1421,0.0135,-0.1717,-2.5242,0.5478,-3.284
2018/8/3,-1.6516,-1.3263,0.0438,0.349,-0.3293,-0.9745,-1.9461
2018/8/6,-1.2672,-2.1198,0.0384,-0.0625,-2.2503,1.1584,-1.6149
2018/8/7,2.9205,2.7278,0.0166,0.0091,3.0494,0.692,2.5177
2018/8/8,-1.6137,-1.5393,-0.0106,-0.3838,-0.6167,2.1038,1.2705
2018/8/9,2.5048,2.5449,-0.016,-0.4382,1.566,-0.1586,1.009
2018/8/10,0.2204,0.5143,-0.0327,-0.0475,0.1878,-0.024,-0.5807
2018/8/13,-0.431,0.4922,-0.0122,-0.6602,-0.229,-2.2874,0.7537
2018/8/14,-0.5141,-0.344,0.0333,0.2905,0.1803,1.5851,-0.864
2018/8/15,-2.3996,-2.0857,-0.004,-0.0548,-2.1887,1.0241,-2.1108
2018/8/16,-0.4632,-0.9008,-0.0154,-0.0869,-1.2993,-1.5029,-1.2578
2018/8/17,-1.4376,-1.7458,-0.0751,-0.5588,-1.4132,-0.4537,-0.9863
2018/8/20,1.1652,0.6168,0.0098,-1.2464,0.6371,-1.1838,0.655
2018/8/21,1.818,1.2277,0.0187,-0.0145,1.0019,-0.0625,1.1015
2018/8/22,-0.562,-1.1235,0.0056,-0.0944,-0.8432,0.4623,-0.8067
2018/8/23,0.3649,0.5509,-0.0019,-0.1221,0.297,-2.6519,-0.3831
2018/8/24,0.1599,-0.2339,0.0314,0.3383,-0.4959,0.2814,-0.2957
2018/8/27,2.443,2.2212,0.0054,-0.3038,1.7024,-2.7252,2.0211
2018/8/28,-0.188,0.2851,0.0018,-0.0793,0.4524,0.3354,0.1167
2018/8/29,-0.3999,-0.6483,0.0113,0.0917,-0.7052,0.2965,-0.7744
2018/8/30,-1.0476,-1.5144,0.0175,-0.0029,-1.3157,1.0231,-1.062
2018/8/31,-0.4951,-1.0745,0.0026,0.2378,-0.6458,-0.388,0.0801
2018/9/3,-0.3802,0.4995,0.0132,-0.1523,-0.089,0.8008,-0.8491
2018/9/4,1.2666,1.0624,-0.0491,-0.1184,0.7955,-0.4397,0.7954
2018/9/5,-1.9548,-1.5387,0.031,0.0007,-1.7049,-0.0666,-1.0496
2018/9/6,-1.0691,-0.4504,-0.0041,0.0444,-0.6647,0.0076,1.6817
2018/9/7,0.4525,-0.0327,0.0073,0.0349,0.4267,0.0984,1.984
2018/9/10,-1.4515,-1.8135,0.0087,-0.109,-1.8166,1.5772,-2.4717
2018/9/11,-0.1813,-0.042,0.0079,-0.2008,-0.3858,0.1187,0.2066
2018/9/12,-0.6881,-0.1899,-0.0296,0.0941,0.1508,-0.5504,-0.6948
2018/9/13,1.0787,0.5803,0.0056,-0.0568,0.9379,-2.3465,1.4912
2018/9/14,0.1707,-1.083,0.0603,0.0853,-0.3074,0.6916,0.4016
2018/9/17,-1.1464,-1.4494,0.0322,0.2126,-1.9571,1.1654,-2.7711
2018/9/18,2.0128,1.7625,0.0103,0.1214,1.5187,0.5736,1.3111
2018/9/19,1.3168,1.1399,-0.0264,-0.1248,1.1049,-0.2411,2.0443
2018/9/20,-0.0711,-0.072,0.0127,0.1228,0.2594,-0.4532,-0.3126
2018/9/21,3.0319,1.5155,0.0115,-0.1299,1.7325,0.2709,1.825
2018/9/25,-0.8996,-0.2636,0.035,0.1279,-0.0103,2.5875,0.2524
2018/9/26,1.1077,0.4816,0.042,0.1314,0.4664,0.6715,0.1029
2018/9/27,-0.3995,-1.2511,0.0035,0.1703,-0.6771,0.7637,-1.422
2018/9/28,1.0364,0.9536,0.021,0.1643,1.1038,1.112,0.3071
2018/10/8,-4.3028,-3.2128,0.0879,0.021,-2.1819,2.2719,-1.1914
2018/10/9,-0.0671,-0.2496,0.0219,0.1921,1.5549,0.8891,3.8126
2018/10/10,-0.2157,-0.108,-0.0192,-0.0072,0.0146,0.5841,2.6423
2018/10/11,-4.799,-6.9649,0.0557,0.212,-6.3484,-0.6799,-1.2148
2018/10/12,1.492,-0.6822,0.0091,0.1388,-0.1342,-1.5939,1.5854
2018/10/15,-1.3964,-1.8439,-0.0186,-0.097,-2.3183,-0.2454,0.213
2018/10/16,-0.8149,-2.3688,-0.0059,0.0719,-2.3136,-0.2586,-4.0446
2018/10/17,0.557,0.822,0.0197,0.0848,0.3291,0.5495,-0.4414
2018/10/18,-2.3685,-2.7803,0.0471,0.3102,-3.8847,-0.6127,-4.5453
2018/10/19,2.9744,2.7255,0.0144,0.0601,1.7731,0.1837,2.7072
2018/10/22,4.3167,4.97,0.0129,-0.03,4.1946,-1.8415,2.9487
2018/10/23,-2.6557,-1.8367,0.0188,0.0029,-1.7227,-0.1937,2.3904
2018/10/24,0.15,-0.1897,0.0323,0.0859,0.5045,1.0875,0.5135
2018/10/25,0.1915,-0.2607,0.0161,0.5705,-0.0942,-0.4733,1.9018
2018/10/26,-0.6472,-0.0109,0.0378,0.0391,0.4715,0.004,-1.156
2018/10/29,-3.0484,-1.6871,0.0625,0.3837,-1.9741,-1.4917,-1.9434
2018/10/30,1.0846,1.0094,0.0109,0.1267,1.0585,-1.2415,-0.8965
2018/10/31,1.4006,1.6175,0.0271,0.0573,2.0211,-0.1112,0.1346
2018/11/1,0.7359,0.6186,0.0181,0.1251,0.0752,-1.458,3.8775
2018/11/2,3.5634,3.2324,-0.0086,-0.0875,2.5759,-3.8549,0.1753
2018/11/5,-0.8331,0.0649,0.0208,0.0099,0.0269,0.9743,-0.4661
2018/11/6,-0.6033,-0.0615,0.0366,0.0918,0.2056,0.3828,0.0908
2018/11/7,-0.6549,-0.5174,0.0492,0.1503,-0.3009,0.8731,1.2248
2018/11/8,-0.2836,-0.7431,0.0289,0.2078,-0.6725,-1.432,-2.3044
2018/11/9,-1.4109,-0.3129,0.0286,0.0886,-0.9384,-0.4325,-2.9635
2018/11/12,1.1901,2.5883,0.0373,0.0653,2.0771,0.0155,0.2329
2018/11/13,1.0059,1.8263,0.0084,0.0934,1.3898,-0.2608,1.3317
2018/11/14,-1.002,-0.395,0.063,0.2041,-0.7661,-0.748,-0.3988
2018/11/15,1.1678,1.6347,0.0488,0.3444,1.3406,-0.4786,0.8654
2018/11/16,0.4719,0.8503,0.0497,0.9514,0.2889,2.6404,0.0932
2018/11/19,1.1336,0.2498,0.0555,0.3855,0.3751,-0.7276,-0.1014
2018/11/20,-2.3127,-2.8537,0.0164,0.1631,-2.25,-0.2873,2.6405
2018/11/21,0.2512,0.3796,-0.0058,-0.1745,-0.0375,1.1895,-0.9275
2018/11/22,-0.3739,-0.0735,0.001,0.2278,-0.1712,-0.7633,-0.3799
2018/11/23,-2.2073,-3.8794,0.0417,-0.2445,-3.9742,-1.615,-3.0212
2018/11/26,-0.071,-0.1669,0.044,-0.1102,-0.8613,-3.2844,-1.0455
2018/11/27,-0.1274,0.4623,0.0515,-0.1137,0.5692,-0.1472,0.4199
2018/11/28,1.3289,1.2354,0.0048,-0.0235,1.0759,0.8938,-0.4542
2018/11/29,-1.2985,-2.1647,0.0257,0.1574,-0.9235,0.2475,3.3412
2018/11/30,1.1166,0.7122,0.0126,0.2481,0.8329,-0.3519,-0.485
2018/12/3,2.7819,3.165,0.0822,0.0722,2.7483,-0.6712,1.8111
2018/12/4,0.2073,0.4659,0.0573,0.373,0.4921,-2.3157,0.8996
2018/12/5,-0.4806,-0.7387,0.0716,0.5092,-0.3121,0.6452,-0.6359
2018/12/6,-2.1627,-2.0346,0.0337,0.301,-1.5189,0.2195,0.0943
2018/12/7,-0.0034,-0.0029,0.1095,0.2003,0.2921,-0.6371,-0.2843
2018/12/10,-1.1567,-1.1709,0.0454,0.5122,-0.983,-0.6744,1.64
2018/12/11,0.4787,0.8317,0.0299,0.12,0.5714,0.043,1.5802
2018/12/12,0.3416,-0.0511,0.0094,0.0592,-0.109,0.3392,-0.7302
2018/12/13,1.5481,1.1343,-0.0226,-0.0121,0.7374,-0.2443,-0.292
2018/12/14,-1.6704,-2.3869,0.0188,-0.652,-2.279,-1.746,-2.2718
2018/12/17,-0.1489,-0.1489,0.0373,-0.2303,0.0979,-0.2924,0.2887
2018/12/18,-1.0366,-0.5399,0.0021,-0.0686,-0.4609,0.4317,1.2431
2018/12/19,-1.1923,-1.3783,0.0153,0.1841,-1.4231,0.1775,-0.5941
2018/12/20,-0.767,0.2793,0.0172,0.2692,0.0958,-0.4854,-0.7856
2018/12/21,-1.2395,-0.6718,-0.0018,0.1833,-0.9284,-0.8852,0.4117
2018/12/24,0.2906,1.0299,0.0158,-0.0378,0.6746,-1.2362,0.5306
2018/12/25,-0.6885,-1.1512,0.0317,0.2911,-1.6633,0.1608,0.1763
2018/12/26,-0.5054,-0.4049,0.0266,0.0633,-0.34,-0.135,0.8247
2018/12/27,-0.384,-1.12,0.009,0.2671,-0.905,-0.5054,-1.8944
2018/12/28,0.6737,0.1626,0.1143,0.3611,0.3949,-0.0357,1.0855
2019/1/2,-1.3658,-0.8656,0.0758,0.5885,-0.5973,0.7929,-4.112
2019/1/3,-0.158,-0.4635,0.0557,0.3503,0.1793,0.4851,2.5017
2019/1/4,2.3958,2.3845,0.0199,0.0358,2.2655,1.2976,0.275
2019/1/7,0.607,1.8392,0.0333,-0.1093,1.7568,0.0883,-0.2028
2019/1/8,-0.2161,-0.2571,0.0461,0.112,-0.6221,-0.7406,-3.2376
2019/1/9,1.0097,0.2683,-0.0001,-0.1596,0.3516,-0.1825,1.0785
2019/1/10,-0.1881,-0.1611,-0.0166,0.0159,-0.1763,-0.0803,1.4781
2019/1/11,0.719,0.771,0.0005,-0.1618,1.0358,-1.6179,-0.5872
2019/1/14,-0.8722,-0.6565,0.0165,-0.0286,0.374,-2.2962,0.0004
2019/1/15,1.9625,1.4186,0.0053,-0.0585,0.6173,0.3755,0.1434
2019/1/16,0.0211,-0.241,0.107,0.0957,-0.2377,-1.7254,-1.6916
2019/1/17,-0.5509,-0.7643,0.0229,0.3899,0.4314,0.1498,0.3678
2019/1/18,1.8242,1.0242,0.0017,0.0232,1.334,0.9866,-0.1246
2019/1/21,0.5512,0.5939,0.0193,-0.1158,0.473,0.8726,-0.4216
2019/1/22,-1.3284,-1.4949,0.0508,-0.0252,-1.3601,-0.1959,0.0486
2019/1/23,-0.072,0.1725,-0.0008,-0.0159,0.7157,0.1674,-0.4065
2019/1/24,0.5644,0.521,0.0206,0.0596,-0.3291,0.5206,-0.6041
2019/1/25,0.8132,-0.4548,0.0163,-0.3628,-0.6996,-0.4856,0.1555
2019/1/28,-0.0217,-0.2599,0.0284,-0.1987,-0.3868,-0.1414,1.5625
2019/1/29,0.3201,-1.2289,0.0241,0.0952,-1.0732,-0.8071,-1.8641
2019/1/30,-0.798,-1.0028,0.0632,0.0792,-1.0082,-0.3159,0.4036
2019/1/31,1.0462,-0.8346,0.0451,0.2639,-1.2053,1.3767,-2.352
2019/2/1,1.4294,2.8205,0.0104,0.1425,2.51,0.0734,1.3183
2019/2/11,1.8192,2.5289,0.0877,0.3409,2.748,0.6007,1.0043
2019/2/12,0.7217,0.8317,0.0276,0.0119,1.0301,0.5502,1.8524
2019/2/13,2.0026,1.6426,0.0096,-0.0073,1.5199,0.1569,2.1923
2019/2/14,0.1505,0.4379,-0.0001,0.1603,0.1733,-0.5956,-0.7015
2019/2/15,-1.8646,-0.6495,0.0161,0.0487,-0.2026,-0.9372,1.503
2019/2/18,3.206,3.5148,-0.0008,-0.3278,3.0939,-0.1731,2.9789
2019/2/19,-0.1781,0.1348,0.0122,-0.2206,0.2786,0.0682,1.0853
2019/2/20,0.3582,0.0073,0.0249,0.2873,1.4374,-1.5887,1.5608
2019/2/21,-0.2671,-0.1817,0.017,-0.1835,0.0967,0.1139,1.0855
2019/2/22,2.2486,2.536,0.0147,0.0317,1.2153,0.413,-1.2379
2019/2/25,5.9477,5.59,0.0609,-0.1501,5.3686,-0.8071,5.0543
2019/2/26,-1.201,-0.115,-0.0489,-0.1841,1.0184,0.0029,-1.237
2019/2/27,-0.171,-0.41,0.0162,-0.1884,-1.3235,-1.5991,-0.9246
2019/2/28,-0.2453,0.1476,0.0174,0.1774,-0.0167,0.2072,-1.1215
2019/3/1,2.1896,0.8345,0.0013,-0.0962,0.8406,1.0548,0.4226
2019/3/4,1.1838,1.7963,0.0096,0.0365,1.555,-1.2572,1.3617
2019/3/5,0.5775,2.6567,-0.002,-0.0803,1.6121,0.423,-0.6372
2019/3/6,0.8406,1.7892,0.004,0.0704,2.2602,0.8439,2.8124
2019/3/7,-1.0197,1.2725,0.0353,0.2025,1.7075,0.6002,1.2837
2019/3/8,-3.9716,-3.9005,0.0087,0.1113,-5.2392,-0.1972,-5.1702
2019/3/11,1.9788,4.0163,0.0329,0.1548,3.187,0.0766,1.134
2019/3/12,0.6809,1.7342,0.0007,0.0661,1.2794,-0.5481,0.3337
2019/3/13,-0.8297,-2.2724,0.0203,0.0977,-1.8699,0.8708,-1.2308
2019/3/14,-0.6903,-2.3293,0.0192,0.0561,-2.012,1.2507,-3.4341
2019/3/15,1.2578,1.142,-0.0081,-0.0508,1.969,-0.0268,0.2653
2019/3/18,2.8503,2.653,0.0226,0.0726,3.0593,-0.3759,1.9666
2019/3/19,-0.4617,0.3817,0.0207,0.004,-0.1091,-0.3293,0.3039
2019/3/20,0.0385,-0.1158,0.0047,0.002,-0.8711,-0.1661,-0.97
2019/3/21,0.0378,1.336,0.014,0.1101,0.7113,0.2247,3.4774
2019/3/22,-0.0805,0.5844,0.012,0.1086,-0.3497,0.519,-1.113
2019/3/25,-2.373,-1.289,0.0589,0.1769,-1.4175,-0.0368,0.0478
2019/3/26,-1.1325,-2.7892,0.0409,0.1963,-1.8456,0.1341,-0.257
2019/3/27,1.1606,0.9824,0.0241,0.1703,0.5628,-0.0415,-1.0734
2019/3/28,-0.4005,-1.4273,0.0398,0.0144,-1.7643,-1.8098,-1.4828
2019/3/29,3.8608,3.3059,-0.0067,0.0641,3.3316,-0.1639,0.2191
2019/4/1,2.6234,3.7887,0.0134,-0.2647,4.7602,0.4496,2.7346
2019/4/2,-0.0665,0.3076,0.0198,0.1402,1.4569,2.0363,0.9648
2019/4/3,1.281,1.0473,-0.0177,-0.8075,0.7234,0.1502,0.3356
2019/4/4,0.9963,0.6086,-0.0157,-0.5476,2.0899,0.2733,0.7255
2019/4/8,-0.1231,-0.4075,0.0056,-0.0789,2.642,0.0118,-0.1487
2019/4/9,0.4486,0.1781,-0.0042,0.1069,-1.8168,-0.4871,-1.0817
2019/4/10,0.2556,-0.1244,0.0933,-0.4954,-0.3319,-0.0298,1.3936
2019/4/11,-2.1604,-2.1123,0.0284,-0.1186,-1.9168,0.3533,-2.2484
2019/4/12,-0.2242,-0.2236,-0.1296,0.0247,-0.0332,-0.8791,-2.0441
2019/4/15,-0.3282,-1.0217,-0.007,-0.5003,-0.9772,1.2282,-0.6884
2019/4/16,2.7736,2.1398,0.0047,-0.6517,2.7771,0.1886,1.6161
2019/4/17,0.0355,0.5317,-0.0278,-0.4717,1.4502,-0.7436,-0.8038
2019/4/18,-0.371,-0.5606,0.0009,-0.3221,-0.3197,-0.1369,-1.1407
2019/4/19,1.1918,0.6062,0.0174,-0.134,0.7219,0.1469,0.1901
2019/4/22,-2.3054,-1.4997,0.0295,-0.393,-1.2661,0.0772,0.187
2019/4/23,-0.1641,-1.6596,-0.0063,-0.1771,-1.3918,0.0893,-2.7706
2019/4/24,0.2758,0.918,-0.0251,-0.3268,1.0474,-0.336,0.1303
2019/4/25,-2.1903,-3.8964,0.0029,0.0825,-4.2493,-1.2439,-2.0456
2019/4/26,-1.3329,-0.9231,-0.0176,0.1676,-1.9996,-0.2379,-0.9979
2019/4/29,0.2843,-2.6337,0.023,-0.0123,-3.2894,0.2964,-2.7726
2019/4/30,0.3302,0.7968,0.0093,0.0734,0.9737,0.1404,1.8063
2019/5/6,-5.8416,-7.5131,0.0735,0.533,-6.5924,0.6637,-1.962
2019/5/7,0.9784,1.3161,-0.0015,0.0743,1.0756,0.5558,-0.3347
2019/5/8,-1.4301,-0.516,0.0285,0.1532,-1.0083,0.3069,4.572
2019/5/9,-1.8475,-1.1991,0.0289,0.1707,-0.6482,3.0646,-1.384
2019/5/10,3.6323,3.5985,0.0019,0.3163,2.9865,-1.13,1.3824
2019/5/13,-1.6546,-1.1535,-0.0215,0.0277,-0.8435,-0.0017,-0.5154
2019/5/14,-0.6426,-0.8049,-0.0098,0.1705,-0.5584,0.3124,1.9438
2019/5/15,2.248,2.2342,0.072,-0.1216,2.373,1.0416,-0.3795
2019/5/16,0.4527,0.6265,0.0173,0.1244,1.8506,1.1948,1.7372
2019/5/17,-2.5428,-3.2453,0.008,-0.0169,-3.236,-0.2539,-3.4617
2019/5/20,-0.8487,-0.3848,0.0302,-0.1054,-1.4621,0.896,-2.7144
2019/5/21,1.354,1.7531,-0.0118,-0.1548,2.8984,1.5234,0.9826
2019/5/22,-0.4744,-0.6683,-0.0108,-0.2269,-1.4862,-0.5513,0.0537
2019/5/23,-1.7925,-2.0793,0.0234,0.0421,-2.2091,-0.2176,-1.9143
2019/5/24,0.2776,-0.6395,0.0303,0.097,-1.2954,-0.0444,0.2979
2019/5/27,1.2043,2.503,0.022,-0.0434,2.5753,2.0324,0.8749
2019/5/28,0.964,-0.1503,0.0058,-0.1465,0.0463,1.427,0.4397
2019/5/29,-0.2274,0.0278,0.0125,0.4455,0.9454,2.9948,1.2102
2019/5/30,-0.6203,-0.6145,0.0135,0.0453,1.2233,-1.7203,-1.2674
2019/5/31,-0.3129,-0.2924,-0.0006,-0.121,-0.2332,0.815,2.3943
2019/6/3,0.0613,-1.1846,0.0452,0.1394,-2.1474,1.1021,3.3929
2019/6/4,-0.9236,-1.2032,0.0238,0.3223,-1.6152,0.7903,0.2067
2019/6/5,-0.0378,-0.2417,0.0268,0.4869,-0.1099,-0.971,2.4941
2019/6/6,-0.9015,-2.1957,0.0203,0.2104,-1.5893,-2.6933,-1.9624
2019/6/10,1.2923,0.9934,0.0508,0.1023,0.7258,-0.2892,-1.0471
2019/6/11,3.0058,3.7291,-0.0024,-0.3942,3.6754,0.0884,1.1277
2019/6/12,-0.7577,-0.7749,-0.0031,-0.0637,0.1878,-0.1344,4.4397
2019/6/13,-0.1545,0.2911,0.0233,0.1718,1.1287,1.8935,-0.262
2019/6/14,-0.828,-1.6837,0.0578,0.2479,-1.4628,-0.2055,2.7525
2019/6/17,-0.0015,0.1521,0.029,0.3202,-0.1038,2.1323,-2.3958
2019/6/18,0.35,-0.1181,-0.1571,-0.0846,-0.1299,-1.0839,2.1295
2019/6/19,1.3175,1.2876,0.1733,-0.06,0.5087,-1.7219,-1.0709
2019/6/20,3.0297,1.972,0.0834,0.0327,1.6901,-0.4681,3.6784
2019/6/21,0.1416,1.3436,0.0258,0.016,0.6975,0.2835,3.8549
2019/6/24,0.1911,0.0577,0.0283,-0.104,0.7685,0.9666,1.9028
2019/6/25,-1.0402,-0.9796,-0.0346,0.0587,-0.6807,-0.1309,7.6931
2019/6/26,-0.1836,-0.2491,0.0374,-0.056,-1.4409,-0.6724,-6.2576
2019/6/27,1.067,0.9046,0.0055,-0.1562,0.2728,-0.1384,0.967
2019/6/28,-0.2407,-1.1384,0.0051,0.1103,-0.8562,0.5187,1.0075
2019/7/1,2.8812,3.0256,0.0284,0.181,1.9364,-0.8561,-1.7973
2019/7/2,0.0345,-0.3108,0.0257,0.5953,0.2825,-1.3643,1.286
2019/7/3,-1.1083,-0.8592,0.0164,0.4652,-0.8663,-0.2214,2.1448
2019/7/4,-0.5248,-0.3115,0.0143,0.3186,-0.7802,-0.4239,-2.97
2019/7/5,0.519,0.351,0.0297,0.0598,0.5424,0.0425,1.8018
2019/7/8,-2.3223,-3.4085,0.0133,-0.1406,-3.1619,-0.9726,-2.7924
2019/7/9,-0.254,0.2226,0.0002,-0.1869,0.5012,-0.4875,-1.8674
2019/7/10,-0.1685,-0.7735,0.0006,0.124,-1.3444,0.6675,-2.4013
2019/7/11,-0.0401,0.0141,0.0311,0.0685,0.9566,0.3763,4.1407
2019/7/12,0.6211,0.3513,0.0335,0.1231,0.6084,0.6887,-1.7535
2019/7/15,0.4058,1.3114,0.0665,0.0966,0.7655,1.834,0.7216
2019/7/16,-0.4535,0.1365,0.0084,-0.1392,0.1502,-1.6127,0.0268
2019/7/17,-0.058,-0.06,-0.0324,-0.194,0.0486,0.2027,-1.9756
2019/7/18,-0.9524,-1.724,0.0144,0,-0.9552,0.0574,0.1238
2019/7/19,1.0496,0.7139,-0.001,-0.0573,1.1884,0.256,4.546
2019/7/22,-0.6899,-2.0931,0.0603,-0.1991,-2.7759,-1.1602,-2.7993
2019/7/23,0.2176,0.9912,0.0086,0.2444,0.3673,0.3843,-0.3393
2019/7/24,0.7894,1.018,0.0106,-0.1305,0.8915,-0.4042,1.4452
2019/7/25,0.8177,0.382,0.0091,0.0026,-0.3626,0.1983,-0.8067
