日期,沪深300,中证500,国债指数,30年国债,大宗商品,豆粕指数,黄金(申万)
Date,000300.SH,000905.SH,000012.SH,931080.CSI,000979.CSI,MFI.WI,850531.SI
2015/2/13,0.7829,1.5477,0.0951,0.1161,1.5665,1.5463,1.6509
2015/2/16,0.8547,1.741,0.0244,0.5094,1.0079,0.0252,0.2184
2015/2/17,0.6526,0.7051,0.0142,0.6998,0.5283,0.4128,0.5983
2015/2/25,-1.2376,-0.0771,0.1105,0.06,0.0454,0.8553,-2.0392
2015/2/26,2.5172,1.0669,0.0156,-0.035,2.1661,0.5961,2.7408
2015/2/27,0.1836,0.8193,-0.0318,-0.3863,0.5479,2.1039,1.1501
2015/3/2,0.7955,2.0159,0.0522,0.0133,2.0296,0.0713,2.0247
2015/3/3,-2.5926,-0.3442,0.0074,-0.9296,-0.3942,-1.6192,-2.1951
2015/3/4,0.6534,1.4998,0.0196,-0.1286,1.1333,-0.2608,0.1498
2015/3/5,-0.9765,-0.0231,0.0135,-0.3982,-0.6178,-1.2499,-1.7381
2015/3/6,-0.5098,-1.2234,0.0034,-0.7489,0.185,-0.7567,0.8313
2015/3/9,1.7027,1.2915,0.0081,-0.1615,0.8318,0.8018,-0.0938
2015/3/10,-0.4845,1.0342,0.025,0.1049,0.5913,0.0666,-0.0941
2015/3/11,0.1148,-0.2166,0.0041,0.5374,-0.5438,1.1398,-0.0137
2015/3/12,1.9347,-0.044,0.0088,0.3532,-0.0086,0.5293,1.0825
2015/3/13,0.6906,1.1092,0.0392,-0.6635,0.9965,-0.9974,0.2531
2015/3/16,2.4329,2.9574,0.0054,-0.3463,2.3035,-0.9207,2.423
2015/3/17,1.3884,1.5543,0.0298,-0.627,1.3725,-0.2051,1.6893
2015/3/18,2.3671,1.6623,-0.0527,0.6116,1.8197,-1.0603,3.0771
2015/3/19,-0.1642,0.8085,0.0703,-0.3684,1.0798,0.9562,2.7733
2015/3/20,1.376,1.009,-0.0014,0.5209,-0.1291,-0.1633,-1.1052
2015/3/23,2.042,2.4268,0.0392,0.0736,2.2957,1.0369,2.3636
2015/3/24,0.0248,0.4128,-0.0041,0.0719,0.3615,0.4189,5.1599
2015/3/25,-0.8214,1.1176,0.0088,-0.1038,-0.1691,-0.6555,-1.0691
2015/3/26,0.2433,-0.7079,0.0041,-0.4604,0.0668,-0.692,0.0144
2015/3/27,0.5493,1.1521,-0.0081,-0.5397,0.4604,0.0278,0.5254
2015/3/30,2.9328,1.2514,0.0189,-0.3722,1.1264,-0.6361,-0.4772
2015/3/31,-0.9044,0.105,-0.0426,-0.7035,-0.7222,-0.3543,-1.8636
2015/4/1,1.7943,2.3801,0.121,-0.0473,1.9838,1.4918,1.3801
2015/4/2,0.0214,1.8169,-0.0533,1.2265,2.2979,0.1863,2.4053
2015/4/3,1.1094,1.5655,0.0486,0.1888,1.2717,-0.8674,0.796
2015/4/7,2.1461,2.3997,0.0277,-0.1184,2.6603,-0.1639,2.9605
2015/4/8,0.8394,-0.7031,0.0283,-1.0326,-1.1793,-0.1685,-2.0826
2015/4/9,-0.7837,-0.7921,0.0094,-0.9009,-1.6252,-1.8678,-2.7077
2015/4/10,1.9304,2.6599,0.0013,0.3271,2.3964,-1.0469,2.1921
2015/4/13,1.7645,2.1466,0.0182,-0.0401,1.8007,0.362,2.0906
2015/4/14,0.387,-0.0361,0.058,0.3221,-0.4852,0.1241,1.2485
2015/4/15,-1.2994,-3.9066,-0.1503,0.4575,-2.749,0.4357,0.1577
2015/4/16,3.0369,1.4013,0.1323,0.5831,1.7313,-0.485,4.086
2015/4/17,1.8298,0.8679,-0.002,0.0323,1.7788,0.4502,1.234
2015/4/20,-1.6148,-1.765,0.0533,1.1922,-1.267,0.441,0.7731
2015/4/21,2.1505,3.4795,0.0546,1.2013,3.0736,0.2292,1.1813
2015/4/22,2.6119,2.5977,0.0168,-0.0742,2.8721,-0.6539,1.5292
2015/4/23,0.0227,1.0486,-0.0505,-0.2622,2.4445,0.432,0.4082
2015/4/24,-0.8068,0.0998,0.0141,-0.3096,-0.0486,0.381,-0.6486
2015/4/27,2.2317,1.1156,0.1179,0.5704,1.4801,0.2852,1.5755
2015/4/28,-1.3672,-2.896,0.0101,0.3412,-2.9425,0.7796,0.1055
2015/4/29,0.6846,1.957,-0.0727,-0.1661,2.6465,-0.6055,5.9289
2015/4/30,-0.5119,0.4914,-0.0074,0.5023,-1.9368,0.945,-2.5971
2015/5/4,0.797,0.4818,0.0384,-0.1145,0.2256,-1.5229,-2.3404
2015/5/5,-3.9874,-3.6559,-0.0114,-0.2631,-4.0197,-0.0031,-3.1521
2015/5/6,-0.9465,-1.419,0.0061,-0.2355,-2.1868,0.666,-1.8447
2015/5/7,-1.8281,-2.221,-0.0007,-0.9046,-1.892,0.1948,-0.4621
2015/5/8,1.9757,3.7682,0.1757,-1.2252,2.4892,-0.9471,1.5508
2015/5/11,2.8986,4.3521,0.0215,0.2758,3.3535,0.2173,2.257
2015/5/12,1.2128,2.1904,0.1061,-0.3064,1.3288,-1.633,0.1905
2015/5/13,-0.6105,0.9062,0.0201,0.0379,0.8559,-0.3837,1.7223
2015/5/14,-0.3742,-0.1307,-0.1644,0.3742,1.0455,-0.1903,1.2162
2015/5/15,-1.7722,-0.8,-0.0228,0.0659,-1.7344,0.0425,-2.2864
2015/5/18,-0.9167,1.8382,0.0907,-0.232,0.2062,-0.0118,2.3192
2015/5/19,3.4115,2.4848,0.1404,-0.6712,2.2241,-0.3167,0.7417
2015/5/20,0.5009,1.6712,-0.12,0.1069,0.5672,-2.6397,-0.5198
2015/5/21,1.8099,3.6852,0.096,0.0405,3.1939,-0.2504,1.4579
2015/5/22,2.2797,1.6524,0.0087,-0.0858,2.5098,0.1251,2.0407
2015/5/25,2.9923,2.6786,-0.0148,-0.0462,2.7251,-1.9693,1.5116
2015/5/26,1.9497,3.3216,-0.0349,-0.9154,2.6788,-0.2466,2.4957
2015/5/27,-0.3363,1.193,0.0208,-0.0491,2.3163,0.1159,4.1724
2015/5/28,-6.7052,-5.9912,-0.0443,-0.5832,-6.9674,0.8833,-2.9842
2015/5/29,0.1411,0.9973,-0.049,0.7109,0.3597,-0.1137,2.848
2015/6/1,4.8618,5.232,0.1195,-0.3766,5.819,-1.4181,4.7184
2015/6/2,1.6881,3.7956,0.002,0.3944,3.3696,1.5334,0.336
2015/6/3,-0.3541,0.8597,0.0161,0.0057,-0.1707,0.5791,-1.2195
2015/6/4,0.7354,-0.1328,-0.0288,0.2957,1.6785,-0.1544,-2.0795
2015/6/5,0.9483,1.6334,0.0496,0.013,2.6056,-0.0594,3.9079
2015/6/8,2.3554,-1.0193,0.0516,0.3167,-0.5863,-0.509,-0.6024
2015/6/9,-0.6778,-0.1557,0.0007,0.5089,0.5206,0.3793,-0.3352
2015/6/10,-0.157,1.7643,0.0107,-0.2996,0.054,-0.2905,-0.477
2015/6/11,-0.0475,1.4118,-0.006,-0.6083,0.7633,0.1301,0.5273
2015/6/12,0.5375,1.5801,0.0074,0.0098,1.3342,-2.4508,-0.5539
2015/6/15,-2.1358,-1.8448,0.0697,-0.2624,-1.4919,-1.375,1.0788
2015/6/16,-2.9945,-3.9977,0.0228,0.1659,-3.5886,0.8431,-2.639
2015/6/17,1.4612,2.0286,0.004,0.1925,2.4971,1.8741,1.2866
2015/6/18,-4.0531,-3.3257,-0.0074,0.368,-3.3128,-0.6055,-1.1648
2015/6/19,-5.9526,-6.9327,-0.0027,0.2052,-7.232,1.1375,-7.1392
2015/6/23,3.2141,0.5955,0.0683,-0.6111,0.7213,2.6903,-1.3516
2015/6/24,1.9648,2.1971,-0.0134,0.6882,3.197,-0.9818,3.7613
2015/6/25,-3.5575,-3.521,0.0763,-0.4983,-3.8552,-0.0254,-4.8809
2015/6/26,-7.8683,-8.3589,0.0181,0.1536,-8.5228,1.2122,-9.894
2015/6/29,-3.3358,-6.5369,0.0241,0.3206,-5.018,-0.0586,-7.5492
2015/6/30,6.7147,4.9663,0.006,-0.3795,4.9004,-1.4485,6.0421
2015/7/1,-4.9179,-5.5481,-0.0481,0.0211,-5.9331,4.6793,-6.778
2015/7/2,-3.4099,-6.857,0.0381,-0.052,-7.1123,0.9116,-8.7637
2015/7/3,-5.406,-6.1213,0.006,0.2502,-6.7639,1.3262,-8.228
2015/7/6,2.8982,-1.6245,0.0581,1.0989,-1.3198,-1.3857,1.79
2015/7/7,-1.764,-6.5295,0.0354,0.8913,-6.0877,0.2458,-5.5261
2015/7/8,-6.7455,-2.3827,0.002,0.7754,-3.8717,-3.5644,-6.9756
2015/7/9,6.4042,4.4526,-0.213,-0.5053,5.3142,2.0829,6.8039
2015/7/10,5.3604,5.0524,0.0314,-0.5341,5.7374,2.6891,7.8369
2015/7/13,2.5631,6.2231,0.0769,-0.0661,6.2771,-0.0864,8.4388
2015/7/14,-2.3663,2.1236,0.0147,-0.0901,-0.5188,2.5447,-3.2338
2015/7/15,-3.5356,-5.7738,0.0287,-0.071,-6.1196,-1.028,-8.3888
2015/7/16,0.7713,2.3424,0.008,0.2683,2.322,-0.2473,2.1712
2015/7/17,3.8561,5.4882,-0.0027,0.1577,5.0897,-2.2314,5.1081
2015/7/20,0.2196,1.5235,0.2138,0.0731,1.2927,-1.3379,0.028
2015/7/21,0.1296,1.2809,0.048,-0.1708,1.806,0.5818,2.0569
2015/7/22,-0.2123,1.2137,0.0386,-0.1369,1.0782,1.2741,-1.1397
2015/7/23,2.2526,2.7854,0.0333,0.5857,2.8949,-0.3639,2.8372
2015/7/24,-1.7532,-1.4841,0.0107,0.4397,-1.2756,-1.0325,-1.634
2015/7/27,-8.5614,-7.4883,-0.024,-0.0418,-7.7423,-2.1792,-9.5072
2015/7/28,-0.2,-1.8522,0.0613,0.4869,-1.3321,0.1391,-1.4336
2015/7/29,3.13,4.8756,0.0339,-0.0919,4.6974,-0.0763,4.6141
2015/7/30,-2.9251,-2.7698,0.0419,0.4182,-2.9393,0.1754,-2.6632
2015/7/31,0.0337,-0.9425,-0.0559,-0.8806,-0.4167,0.4041,0.1586
2015/8/3,0.3285,-2.4182,0.0293,-0.3025,-0.4825,-1.1926,-0.4531
2015/8/4,3.1056,5.33,-0.0492,0.2685,4.3411,1.5416,3.6169
2015/8/5,-2.0581,-1.2938,0.0512,0.0292,-1.6898,0.4802,-1.9014
2015/8/6,-0.9064,-0.6035,0.0665,-0.2101,-0.2149,0.2506,-0.652
2015/8/7,1.9597,2.84,0.0532,0.2256,2.3702,-0.8747,2.3395
2015/8/10,4.5411,4.7517,0.0246,0.12,4.7306,2.576,5.3302
2015/8/11,-0.4332,0.4913,-0.0146,-0.6964,0.8224,1.2487,7.993
2015/8/12,-1.2429,-1.1735,-0.0073,0.0127,-0.8213,-0.1217,3.5602
2015/8/13,1.4775,2.3763,0.0252,0.1016,2.2853,-2.6167,-0.4063
2015/8/14,-0.0472,1.0641,-0.008,0.2681,0.2138,-0.4115,-2.7584
2015/8/17,0.1063,2.2633,0.0246,0.1108,1.8395,-0.0691,0.9752
2015/8/18,-6.191,-7.4734,0.0053,-0.1004,-7.2225,-0.2518,-8.9829
2015/8/19,1.5874,2.202,0.01,-0.0973,1.5769,-1.0395,2.155
2015/8/20,-3.2084,-3.4944,0.0345,-0.118,-2.9023,-0.6316,0.8831
2015/8/21,-4.5705,-5.424,0.0352,0.4781,-5.0424,0.4331,-1.6336
2015/8/24,-8.7477,-7.9695,0.0139,0.0576,-7.8739,-1.7466,-7.7596
2015/8/25,-7.1014,-7.4902,-0.0252,0.5804,-7.822,1.7974,-9.4716
2015/8/26,-0.5664,-3.7474,0.0325,0.2548,-3.7498,0.4355,-5.5039
2015/8/27,5.9473,3.4869,0.0166,-0.2823,3.4947,1.2691,2.0765
2015/8/28,4.2628,5.9919,0.004,0.3325,5.8698,-0.5345,5.7909
2015/8/31,0.7255,-3.8227,0.0869,0.537,-2.5447,-1.1229,-2.9227
2015/9/1,-0.1323,-6.2618,0.0245,0.8242,-3.1301,0.2926,1.1378
2015/9/2,0.1115,-0.7562,0.0556,-0.2753,-0.8435,0.5269,-3.6702
2015/9/7,-3.427,0.343,0.0675,0.1547,-0.3807,-1.7856,0.2482
2015/9/8,2.57,3.7649,-0.0112,-0.7296,3.0094,0.974,2.0415
2015/9/9,1.9581,2.7632,0.0443,0.168,3.048,0.0757,3.3953
2015/9/10,-1.228,-1.6898,0.0238,-0.2081,-2.225,0.291,-2.8224
2015/9/11,-0.309,0.8231,0.0701,0.3377,-0.0134,-0.5031,-0.1844
2015/9/14,-1.9735,-6.8305,0.0317,0.4792,-6.3372,1.57,-2.2338
2015/9/15,-3.9285,-5.6491,-0.0238,0.1042,-5.6333,0.4114,-7.0316
2015/9/16,4.9811,6.6013,-0.0093,0.3007,6.7094,0.1838,6.9211
2015/9/17,-2.1833,-1.9627,0.0377,-0.1453,-1.9279,-0.7178,-1.0334
2015/9/18,0.441,1.1981,0.0172,-0.1986,0.8703,-0.7932,0.2742
2015/9/21,1.7523,3.5376,0.0337,0.155,2.6245,-0.6436,1.7354
2015/9/22,0.9305,0.7277,0.0073,-0.1617,0.9783,-0.1454,0.3471
2015/9/23,-2.2762,-1.1329,0.002,-0.3988,-2.2404,-0.1904,-2.3925
2015/9/24,0.6734,1.4541,0.0099,0.0589,1.3676,-0.1204,1.6221
2015/9/25,-1.6148,-3.2736,0.0119,0.0983,-2.616,0.2839,0.487
2015/9/28,0.3342,1.8223,0.0277,-0.624,1.0267,-0.0458,-0.5807
2015/9/29,-1.9705,-1.8664,0.0343,-0.2482,-2.565,-1.2303,-1.6636
2015/9/30,0.7579,0.3297,0.0158,0.2722,0.3386,0.7533,0.2979
2015/10/8,2.9203,4.0623,0.0732,0.2614,3.6812,-0.5579,3.2355
2015/10/9,1.3237,1.5309,0.0442,0.5966,2.4607,-0.772,2.9344
2015/10/12,3.2208,3.8434,0.1265,0.0386,3.947,1.1166,5.0855
2015/10/13,-0.0769,1.2406,0.073,-0.4896,0.1847,-0.0649,-0.6327
2015/10/14,-1.1301,-1.1406,0.0467,0.5609,-0.6079,1.4009,0.4118
2015/10/15,2.3694,3.0447,0.0565,-0.1418,2.3776,-0.1772,2.4285
2015/10/16,1.3551,1.7076,0.0236,-0.4938,0.955,-0.1904,-0.0824
2015/10/19,0.0033,-0.0027,0.0637,-0.0977,-0.1783,-0.8702,-1.2901
2015/10/20,1.2314,1.6276,0.0505,0.5386,1.0084,-0.5023,0.6832
2015/10/21,-2.9194,-6.2738,0.0315,0.5736,-6.1998,-1.0283,-3.4846
2015/10/22,1.4764,3.7475,0.0138,-0.2088,3.1849,0.8109,1.6162
2015/10/23,1.3252,2.4975,0.0249,0.3638,2.1249,-1.5576,1.7576
2015/10/26,0.5046,0.6797,0.0505,-0.1809,1.0429,-0.5826,-0.2242
2015/10/27,0.1008,0.6217,0.0635,0.6687,0.2741,-0.1033,-0.7962
2015/10/28,-1.8915,-2.5243,0.017,-0.013,-2.061,-0.1218,0.1149
2015/10/29,0.2379,0.8523,-0.0092,-0.553,0.8595,-0.2561,-0.8268
2015/10/30,0.0219,-0.3377,0.0151,-0.1289,-0.7076,-0.5882,-1.4468
2015/11/2,-1.6445,-2.0965,0.0367,-0.1313,-1.495,0.079,-1.994
2015/11/3,-0.3012,-0.2354,0.0013,-0.16,0.7545,-1.3656,0.4906
2015/11/4,4.7048,5.0272,-0.0039,-0.2257,4.4326,0.2863,3.1792
2015/11/5,2.134,0.1164,-0.0491,-0.7882,0.7797,-0.7826,1.3597
2015/11/6,2.3585,2.3418,0.0085,0.2389,2.0202,-0.8572,2.3834
2015/11/9,1.2385,1.302,-0.0393,-0.3214,1.3049,0.2142,0.1943
2015/11/10,-0.1853,0.4137,0.0052,-1.098,2.0364,-0.4524,3.5721
2015/11/11,0.0106,1.4476,0.0124,0.652,0.2523,0.0248,-1.5467
2015/11/12,-0.9996,-0.0288,0.0059,0.3653,0.1102,0.3049,-0.1808
2015/11/13,-1.2932,-1.5014,0.0059,0.3812,-1.8694,-0.9014,-1.8491
2015/11/16,0.4774,2.0053,0.0137,-0.0815,1.2082,-0.8308,4.6377
2015/11/17,-0.1525,-0.8871,0.0216,-0.115,-0.292,-0.4209,-1.6767
2015/11/18,-1.139,-1.6135,0.0236,-0.0016,-1.046,0.5283,-1.2633
2015/11/19,1.5984,2.5466,0.0347,-0.1883,2.0012,-1.6613,1.4042
2015/11/20,-0.0155,1.1355,0.0268,0.4342,0.9632,-1.2838,0.8785
2015/11/23,-0.5577,-0.7953,0.0268,0.2282,-0.4935,-2.6488,-1.0462
2015/11/24,0.0147,0.7014,0.0098,-0.0581,0.1271,2.4067,-0.6908
2015/11/25,0.7384,1.5886,-0.0033,0.6059,1.4457,0.1093,1.9564
2015/11/26,-0.5865,-0.6097,0.085,-0.3504,0.1828,2.1016,-0.3981
2015/11/27,-5.3848,-6.324,-0.0758,0.1461,-6.0757,-0.1914,-5.8607
2015/11/30,0.2648,0.4376,0.0523,0.088,0.247,-0.8648,-1.2637
2015/12/1,0.7089,0.4798,0.0261,0.2113,-0.2302,0.8886,0.9371
2015/12/2,3.6267,-0.5116,0.0313,-0.0431,0.9954,0.5304,0.5987
2015/12/3,0.7347,2.2232,0.0209,0.0939,1.6135,-1.7492,0.6171
2015/12/4,-1.9125,-0.7771,0.0418,0.363,-0.8669,0.193,-0.1155
2015/12/7,0.2723,1.2055,-0.0039,-0.108,0.8928,1.1973,1.9056
2015/12/8,-1.7515,-2.6056,0.0476,0.4418,-3.146,-2.5792,-2.1877
2015/12/9,0.3566,-0.4034,0.0346,-0.6423,0.0697,-0.3536,0.8861
2015/12/10,-0.3535,-0.3263,0.0202,0.5919,-0.6077,-0.4265,-1.0804
2015/12/11,-0.4147,-0.8096,0.0547,0.2758,-0.294,1.8505,1.3062
2015/12/14,2.862,2.0619,-0.0085,-0.2294,3.388,0.2046,5.5186
2015/12/15,-0.4563,0.7681,0.1049,-0.3544,-0.2743,-0.0365,-0.8723
2015/12/16,-0.2422,0.4164,-0.0293,0.3564,0.5774,0.4068,1.3904
2015/12/17,1.9115,2.4815,0.0352,0.1245,1.8207,-1.7548,0.3832
2015/12/18,0.3202,-0.2187,0.0898,0.1137,-0.4699,2.0771,-1.7304
2015/12/21,2.6023,1.1585,0.1593,-0.2179,1.2262,2.1145,0.8928
2015/12/22,0.2785,0.8736,0.0721,0.7086,1.3746,-0.5174,0.7627
2015/12/23,-0.267,-1.0606,0.0493,0.163,-1.693,-0.3889,-0.6278
2015/12/24,-0.9564,-0.2605,0.048,-0.112,0.6355,-0.6153,0.4395
2015/12/25,0.2298,0.5042,0.0331,0.9792,0.3411,-0.7386,0.4476
2015/12/28,-2.8808,-2.4225,0.1095,0.2537,-3.0889,-0.8465,-2.1631
2015/12/29,0.9186,0.9342,0.0537,-0.1138,1.0642,1.024,1.5263
2015/12/30,0.0877,0.8686,0.0116,0.0974,0.4458,-0.3272,0.5271
2015/12/31,-0.9075,-1.5936,-0.0569,-0.423,-1.5184,0.6962,-1.6878
2016/1/4,-7.0206,-8.3265,0.077,-0.2925,-8.1613,-2.1944,-6.9119
2016/1/5,0.28,-1.3412,0.0246,-0.4306,0.0559,0.6541,2.0856
2016/1/6,1.7543,2.5526,0.0181,0.4976,4.8232,0.0733,5.1058
2016/1/7,-6.9333,-8.5395,-0.011,0.7212,-8.531,0.9452,-6.9511
2016/1/8,2.0392,1.6742,0.0155,0.0756,4.719,1.1734,5.9291
2016/1/11,-5.0308,-6.7237,0.0963,0.2923,-5.5189,-1.097,-3.1303
2016/1/12,0.7286,0.1307,0.0807,0.3765,-0.9477,-0.1518,-5.8115
2016/1/13,-1.8606,-3.4647,0.071,0.9403,-3.0037,0.2083,-3.2026
2016/1/14,2.0816,3.3892,0.0355,0.3223,2.8915,0.8904,1.4035
2016/1/15,-3.1923,-3.7738,0.0193,-0.3425,-4.5302,-0.0501,-4.9261
2016/1/18,0.3847,1.4461,-0.0006,-0.4452,-0.0023,2.2501,0.2668
2016/1/19,2.9513,3.6493,-0.0071,-0.1648,3.342,0.1496,2.7662
2016/1/20,-1.5124,-0.9455,-0.0406,-0.3406,-0.9894,-0.2854,1.4113
2016/1/21,-2.9307,-4.099,0.0625,0.3195,-3.7867,-1.1474,-2.5738
2016/1/22,1.0423,1.5921,0.0412,0.397,2.0142,1.1839,-0.981
2016/1/25,0.4954,1.0152,-0.0238,-0.9612,2.0855,-0.718,0.0108
2016/1/26,-6.0206,-7.4821,-0.0058,-0.0909,-7.4252,0.3391,-4.2323
2016/1/27,-0.3454,-1.344,-0.0348,-0.3802,-0.1824,0.0858,-2.3709
2016/1/28,-2.6139,-4.406,0.02,0.0591,-4.9226,-0.1338,-6.1132
2016/1/29,3.2355,3.7542,-0.0135,0.8257,3.4374,-0.9742,2.5703
2016/2/1,-1.5289,-1.2735,0.0651,-0.023,-2.0673,1.004,0.9683
2016/2/2,2.0781,3.4661,-0.0238,0.3584,2.8329,0.4679,2.0763
2016/2/3,-0.4287,0.4215,-0.0013,-0.19,-0.3957,-0.1394,0.9748
2016/2/4,1.225,1.9841,0.0328,0.097,2.8461,-0.3152,2.7534
2016/2/5,-0.7026,-1.0013,0.0097,-0.1939,-0.4979,-0.3112,4.1858
2016/2/15,-0.5764,0.0678,0.1333,0.3492,1.3982,-0.6073,8.6835
2016/2/16,3.0654,4.1371,0.0006,-0.1145,3.2498,-0.554,1.758
2016/2/17,0.8655,1.1669,0,0.1886,0.488,-0.833,-0.8377
2016/2/18,-0.3141,-0.2392,-0.0084,-0.0214,0.107,0.0323,-1.9769
2016/2/19,-0.0692,0.3758,0.0424,0.3958,-0.1934,0.2755,-1.3022
2016/2/22,2.2048,2.0772,0.0398,-0.0037,3.1689,0.3444,1.5302
2016/2/23,-0.946,-0.5443,0.0173,-0.4303,1.386,-0.6656,2.8184
2016/2/24,0.6533,0.6679,0.043,-0.0643,0.5828,-1.0251,2.8178
2016/2/25,-6.1358,-7.9363,-0.027,-0.0466,-7.7235,-0.3465,-5.5379
2016/2/26,1.0032,0.4068,0.0366,-0.1605,2.7579,-0.6129,1.8357
2016/2/29,-2.3936,-5.2842,-0.0257,0.3193,-3.1579,-1.1583,-2.2914
2016/3/1,1.8498,2.3026,-0.0141,0.3773,2.9683,0.4994,5.5821
2016/3/2,4.1164,5.1065,0.0462,-0.1199,5.5188,-0.2675,2.5076
2016/3/3,0.2323,0.4142,-0.0071,0.7763,0.8273,0.7472,3.2539
2016/3/4,1.1597,-2.6903,0.009,0.5109,-1.5339,0.9463,0.4627
2016/3/7,0.3539,2.3301,0.018,0.4683,3.2075,1.0764,5.1696
2016/3/8,0.0912,0.2047,0.0128,-0.5631,-0.5765,-1.7019,-2.1964
2016/3/9,-1.1509,-2.5552,0.0366,0.5728,-5.426,0.0172,-5.581
2016/3/10,-1.9129,-1.6929,0.0128,0.5232,-1.8122,-0.5361,-0.6292
2016/3/11,0.1705,-0.2348,0.0346,0.2621,0.4426,0.2038,1.3464
2016/3/14,1.5706,3.2966,0.0603,-0.1163,2.6145,0.0964,1.788
2016/3/15,0.2965,-0.8925,-0.0006,0.0992,-1.7017,-0.2654,-4.6281
2016/3/16,0.4961,-1.3653,0.0288,0.4632,-1.0459,-0.6199,1.1786
2016/3/17,1.1058,3.2928,0.0647,-0.178,2.8665,0.6461,1.1681
2016/3/18,1.5287,3.5379,0.0064,0.3187,3.211,0.5417,1.6936
2016/3/21,2.4425,2.525,0.0141,0.0385,2.0528,-0.2726,0.8909
2016/3/22,-0.7277,-0.3933,0.0435,-0.2319,-0.613,1.091,2.0114
2016/3/23,0.3194,0.7156,0.0659,0.387,0.5425,0.0479,-1.9462
2016/3/24,-1.6761,-1.6431,0.0224,0.1354,-2.5006,0.241,-3.8367
2016/3/25,0.5018,0.9804,0.032,0.4298,0.4764,1.4637,-0.4917
2016/3/28,-0.8784,-0.6525,0.0512,-0.751,-0.5484,-1.1538,0.7844
2016/3/29,-1.0827,-1.9198,0.0191,0.6089,-1.4746,-0.5832,-0.6421
2016/3/30,2.5791,3.6414,0.0006,0.2462,3.1573,0.4416,2.1845
2016/3/31,0.0564,0.2983,0.0217,-0.1345,0.0012,-1.2535,-0.3829
2016/4/1,0.1183,-0.5082,0.0147,-0.0425,0.8902,0.3957,0.3272
2016/4/5,1.3219,2.646,0.0434,0.3552,1.7655,0.5724,0.617
2016/4/6,-0.2131,0.5862,0.0051,-0.3271,0.0677,-0.4587,-0.4002
2016/4/7,-1.4808,-1.4938,-0.0064,-0.2864,-1.4569,0.2436,-0.5714
2016/4/8,-0.7343,-0.967,0.0045,-0.3938,-0.8322,-0.6524,4.1223
2016/4/11,1.3928,2.1975,0.0179,0.2619,2.4298,1.5835,2.6757
2016/4/12,-0.3605,-0.8173,0.0242,-0.1004,-0.1447,1.7522,0.6645
2016/4/13,1.334,1.4626,-0.0274,-0.0834,3.2068,1.7258,1.0702
2016/4/14,0.443,0.9084,0.0019,-0.2004,-0.1465,0.8684,-1.8838
2016/4/15,-0.1107,-0.2734,0.0057,0.1651,-0.356,0.2943,-0.2744
2016/4/18,-1.3371,-1.6156,0.0306,0.2069,-1.2976,1.872,-1.2921
2016/4/19,0.3051,0.4303,0.0026,0.0449,0.3225,-0.0152,1.3236
2016/4/20,-1.7687,-4.534,-0.0077,-0.2846,-2.9892,2.7354,-2.2513
2016/4/21,-0.642,-0.8557,-0.0504,0.2298,1.0678,3.5533,3.2296
2016/4/22,0.4524,0.6806,-0.0108,0.0911,-0.8565,-3.3791,-3.2147
2016/4/25,-0.4053,-0.553,-0.074,0.0334,0.2364,-0.6304,-1.2262
2016/4/26,0.5417,1.1491,0.007,-0.0185,0.4117,1.7564,-0.2743
2016/4/27,-0.4166,-0.4974,0.0134,-0.3492,-0.9597,0.4894,2.9432
2016/4/28,-0.1685,-0.4383,0.0351,0.424,-0.6826,0.0227,-0.7586
2016/4/29,-0.1214,-0.079,0.0083,-0.0085,0.2368,-0.3789,1.2764
2016/5/3,1.7992,3.0383,0.0389,0.0405,2.6978,3.872,4.0781
2016/5/4,-0.1269,0.0378,0.023,-0.4235,-0.6186,-1.6014,-0.8873
2016/5/5,0.1389,0.5516,-0.0045,-0.1919,0.548,-0.0412,-0.0525
2016/5/6,-2.6001,-3.9061,0.0315,-0.0157,-3.7152,-2.1506,-2.8244
2016/5/9,-2.0681,-3.6541,0.0348,-0.3697,-4.5423,2.0005,-4.8898
2016/5/10,0.1141,-0.0827,0.0185,0.2914,-0.517,-0.1704,-1.4986
2016/5/11,0.4463,-0.2698,0.0198,0.0014,0.2045,4.2791,1.0183
2016/5/12,0.2377,0.0532,0.0682,0.005,0.4671,2.0129,-1.6643
2016/5/13,-0.492,-0.2121,0.0599,0.0358,0.1876,-1.1156,2.134
2016/5/16,0.6626,1.719,0.0108,-0.2024,1.9674,0.4745,2.7997
2016/5/17,-0.2999,-0.3819,0.007,-0.3713,-0.2351,0.7619,-1.4768
2016/5/18,-0.5829,-2.7485,-0.0025,-0.2777,-2.5011,0.8146,-0.8759
2016/5/19,-0.1804,0.6311,0.0006,-0.0447,0.8684,-0.1599,-0.5076
2016/5/20,0.5132,1.1677,0.0076,0.122,0.489,0.688,-0.8862
2016/5/23,0.2925,1.3357,-0.0089,0.1917,0.7083,-1.1987,0.6596
2016/5/24,-0.7666,-1.1412,0.0095,-0.1194,-0.9444,-3.6572,-0.6075
2016/5/25,-0.1413,-0.4874,-0.0108,0.0245,-0.8375,2.2793,-2.2823
2016/5/26,0.163,0.511,0.0102,0.0266,1.1848,3.5828,0.8146
2016/5/27,-0.0559,-0.0835,-0.0178,0.005,-0.579,-0.7809,-0.3366
2016/5/30,0.1375,-0.4926,0.0541,-0.1663,-0.945,3.3816,-1.2257
